X,Y,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-76.989343779488,38.9015162792217,July 2020,Closed,1220 I STREET NE,20002,6
-76.981499782663,38.9034719155653,July 2020,Closed,1038 BLADENSBURG ROAD NE,20002,5
-77.0030094146598,38.891841201029,July 2020,Closed,211 CONSTITUTION AVENUE NE,20002,6
-76.9751184403018,38.8993477854529,July 2020,Closed,1935 BENNETT PLACE NE,20002,5
-76.9863903503464,38.8861876900922,July 2020,Closed,1345 SOUTH CAROLINA AVENUE SE,20003,6
-77.0245065770582,38.9247179643219,July 2020,Closed,758 FAIRMONT STREET NW,20001,1
-77.0176785281794,38.9123467959615,July 2020,Closed,1644 NEW JERSEY AVENUE NW,20001,6
-77.0501793211905,38.91768344565,July 2020,Closed,2206 KALORAMA ROAD NW,20008,2
-77.024020407754,38.9248007616449,July 2020,Closed,742 FAIRMONT STREET NW,20001,1
-76.992379992651,38.8974993281031,July 2020,Closed,1002 F STREET NE,20002,6
-77.01744057479,38.9152972425524,July 2020,Closed,1830 4TH STREET NW,20001,1
-76.9972570057108,38.9257906003041,July 2020,Closed,624 FRANKLIN STREET NE,20017,5
-77.0246570354724,38.9639635224356,July 2020,Closed,807 QUACKENBOS STREET NW,20011,4
-76.9877141379932,38.8980596112316,July 2020,Closed,1313 MARYLAND AVENUE NE,20002,6
-76.9872953469942,38.9199758805278,July 2020,Closed,2225 13TH STREET NE,20018,5
-77.025109975701,38.907459399145,July 2020,Closed,925 N STREET NW,20001,2
-77.0402487537989,38.9098794008097,July 2020,Closed,1737 P STREET NW,20036,2
-76.9558449744629,38.8952453564851,July 2020,Closed,3447 EADS STREET NE,20019,7
-77.0248455751703,38.9639633023579,July 2020,Closed,811 QUACKENBOS STREET NW,20011,4
-77.0248645802046,38.9575837404407,July 2020,Closed,819 LONGFELLOW STREET NW,20011,4
-77.0242826054582,38.9568396000117,July 2020,Closed,5514 8TH STREET NW,20011,4
-77.0238218367778,38.9565980030673,July 2020,Closed,5505 8TH STREET NW,20011,4
-77.0243210738508,38.9427828967053,July 2020,Closed,828 VARNUM STREET NW,20011,4
-76.9940770632865,38.9370006014627,July 2020,Closed,925 PERRY PLACE NE,20017,5
-77.0738022988013,38.9181236720687,July 2020,Closed,2039 HUIDEKOPER PLACE NW,20007,3
-76.9917652411908,38.8912837818098,July 2020,Closed,130 11TH STREET NE,20002,6
-77.0087271213085,38.9175220155744,July 2020,Closed,2017 NORTH CAPITOL STREET NE,20002,5
-76.985609579841,38.9193459129012,July 2020,Closed,1320 W STREET NE,20018,5
-77.0098187638318,38.9150109459813,July 2020,Closed,19 SEATON PLACE NW,20001,5
-76.9931524621464,38.9516396464458,July 2020,Closed,5054 10TH STREET NE,20017,5
-76.9389126431135,38.9013467521736,July 2020,Closed,4401 JAY STREET NE,20019,7
-77.0380994398874,38.9337522732243,July 2020,Closed,3320 BROWN STREET NW,20010,1
-76.9775741336337,38.8722743078985,July 2020,Closed,1429 19TH STREET SE,20020,8
-77.0569775979176,38.9263774166197,July 2020,Closed,2809 WOODLEY ROAD NW,20008,3
-77.0369713975371,38.9005135087595,July 2020,Closed,800 16TH STREET NW,20006,2
-77.0254424301429,38.9645150194796,July 2020,Closed,815 QUINTANA PLACE NW,20011,4
-77.0175993629805,38.9162757941342,July 2020,Closed,1908 4TH STREET NW,20001,1
-77.0331329395918,38.9193708374958,July 2020,Closed,1427 W STREET NW,20009,1
-77.0301866097245,38.9595077330895,July 2020,Closed,5741 COLORADO AVENUE NW,20011,4
-77.0224705339944,38.9348542551807,July 2020,Closed,705 OTIS PLACE NW,20010,1
-77.0222663654112,38.9366373973837,July 2020,Closed,720 ROCK CREEK CHURCH ROAD NW,20010,1
-76.9899562808214,38.8990928144221,July 2020,Closed,1200 G STREET NE,20002,6
-77.0103325566474,38.9077687353703,July 2020,Closed,38 HANOVER PLACE NW,20001,5
-76.9346684270378,38.8741894989624,July 2020,Closed,1316 45TH PLACE SE,20019,7
-77.0403312684064,38.9281610573202,July 2020,Closed,1717 HOBART STREET NW,20009,1
-76.9755826913528,38.8962729683853,July 2020,Closed,2018 E STREET NE,20002,7
-76.9910984297394,38.9041149763714,July 2020,Closed,1141 MORSE STREET NE,20002,5
-76.9834317397659,38.886731414211,July 2020,Closed,1501 MASSACHUSETTS AVENUE SE,20003,6
-77.0093807585217,38.914461383378,July 2020,Closed,1810 NORTH CAPITOL STREET NW,20002,5
-76.9931605437113,38.9022651594379,July 2020,Closed,915 K STREET NE,20002,6
-77.0214722518751,38.9328430686585,July 2020,Closed,524 PARK ROAD NW,20010,1
-77.0143978119602,38.9139066798961,July 2020,Closed,1722 2ND STREET NW,20001,5
-77.0260051845299,38.9452688213512,July 2020,Closed,915 ALLISON STREET NW,20011,4
-76.9824519838329,38.866746682455,July 2020,Closed,1915 16TH STREET SE,20020,8
-76.9931082642958,38.9517728762105,July 2020,Closed,5060 10TH STREET NE,20017,5
-77.0185334405338,38.9445368803504,July 2020,Closed,4406 NEW HAMPSHIRE AVENUE NW,20011,4
-76.9557459921498,38.8903518807896,July 2020,Closed,16 35TH STREET NE,20019,7
-77.0217681831688,38.9562025803241,July 2020,Closed,618 KENNEDY STREET NW,20011,4
-76.9967959250894,38.9492763918774,July 2020,Closed,703 DELAFIELD STREET NE,20017,5
-77.0256138223365,38.9074922603206,July 2020,Closed,939 N STREET NW,20001,2
-76.9834038076809,38.8958195988475,July 2020,Closed,433 15TH STREET NE,20002,6
-76.9891029761687,38.9353136196108,July 2020,Closed,3710 13TH STREET NE,20017,5
-76.9992771151097,38.9614922737379,July 2020,Closed,530 OGLETHORPE STREET NE,20011,4
-76.9975949835005,38.9473871947377,July 2020,Closed,4740 6TH PLACE NE,20017,5
-77.0311359130445,38.9652524986462,July 2020,Closed,1334 RITTENHOUSE STREET NW,20011,4
-77.0161838814609,38.9423754203993,July 2020,Closed,319 UPSHUR STREET NW,20011,4
-76.9756949401716,38.9048203036628,July 2020,Closed,1151 SUMMIT STREET NE,20002,5
-77.0301908280411,38.9139028555695,July 2020,Closed,1310 S STREET NW,20009,2
-77.0262222835871,38.939939648989,July 2020,Closed,931 SHEPHERD STREET NW,20011,4
-76.9783008285796,38.8506392816602,July 2020,Closed,1839 TOBIAS DRIVE SE,20020,8
-76.996926086184,38.8949652123949,July 2020,Closed,644 D STREET NE,20002,6
-77.0434128560854,38.9335256631145,July 2020,Closed,1867 MONROE STREET NW,20010,1
-76.9923391202658,38.9034642107021,July 2020,Closed,1007 FLORIDA AVENUE NE,20002,6
-76.9362931578007,38.898892646345,July 2020,Closed,4603 GAULT PLACE NE,20019,7
-76.9959041670968,38.9474853380148,July 2020,Closed,722 CRITTENDEN STREET NE,20017,5
-76.9348998782901,38.8742487916306,July 2020,Closed,1300 - 1399 BLOCK OF 45TH PLACE SE,20019,7
-77.020759521417,38.8810924850333,July 2020,Closed,622 G STREET SW,20024,6
-77.0222422365936,38.9676192837316,July 2020,Closed,6405 7TH STREET NW,20012,4
-77.0378759402669,38.9335776748311,July 2020,Closed,1640 NEWTON STREET NW,20010,1
-77.0056498664087,38.9164510241153,July 2020,Closed,126 TODD PLACE NE,20002,5
-77.0525282601931,38.9016444044507,July 2020,Closed,5 SNOWS COURT NW,20037,2
-77.0912503871684,38.9485761904082,July 2020,Closed,4608 BUTTERWORTH PLACE NW,20016,3
-76.9813755460005,38.8684196479835,July 2020,Closed,1620 MINNESOTA AVENUE SE,20020,8
-77.0141501040485,38.9160597024448,July 2020,Closed,1915 2ND STREET NW,20001,5
-76.9759886787222,38.905221416248,July 2020,Closed,1147 19TH STREET NE,20002,5
-76.9759668296761,38.8739139679715,July 2020,Closed,2107 FAIRLAWN AVENUE SE,20020,8
-77.0332856878771,38.9422564051624,July 2020,Closed,4211 ARKANSAS AVENUE NW,20011,4
-77.0717205578463,38.9192440734827,July 2020,Closed,2215 HALL PLACE NW,20007,3
-76.985667038646,38.9082797174231,July 2020,Closed,1208 MEIGS PLACE NE,20002,5
-76.9968569638173,38.9489945245238,July 2020,Closed,700 DECATUR PLACE NE,20017,5
-77.0226008510016,38.9489952642981,July 2020,Closed,4819 ILLINOIS AVENUE NW,20011,4
-76.9932141941107,38.9272745557097,July 2020,Closed,913 HAMLIN STREET NE,20017,5
-76.9771742449148,38.8737498262895,July 2020,Closed,1903 - 2099 BLOCK OF FAIRLAWN AVENUE SE,20020,8
-77.0156248858167,38.9397112040554,July 2020,Closed,303 ROCK CREEK CHURCH ROAD NW,20011,4
-76.9878812482992,38.89221022497,July 2020,Closed,1300 CONSTITUTION AVENUE NE,20002,6
-77.0223330532549,38.9344941295803,July 2020,Closed,702 OTIS PLACE NW,20010,1
-77.0173794891581,38.9523109322432,July 2020,Closed,341 GALLATIN STREET NW,20011,4
-77.0239059882463,38.9384996292136,July 2020,Closed,816 RANDOLPH STREET NW,20011,4
-77.0173033645128,38.913415691603,July 2020,Closed,1729 NEW JERSEY AVENUE NW,20001,5
-77.025202277967,38.9265731695989,July 2020,Closed,763 GRESHAM PLACE NW,20001,1
-77.0346103544334,38.921315217064,July 2020,Closed,1478 CHAPIN STREET NW,20009,1
-76.9810279146424,38.8973878639782,July 2020,Closed,1600 - 1699 BLOCK OF ROSEDALE STREET NE,20002,6
-77.0461922756372,38.9124160235194,July 2020,Closed,2020 R STREET NW,20009,2
-77.0239587146994,38.9248133859577,July 2020,Closed,740 FAIRMONT STREET NW,20001,1
-77.0216400615352,38.9651317692099,July 2020,Closed,609 RITTENHOUSE STREET NW,20011,4
-76.9954384672397,38.8987344440422,July 2020,Closed,717 G STREET NE,20002,6
-77.0408133793411,38.9113100002039,July 2020,Closed,1757 Q STREET NW,20009,2
-77.0410235560535,38.9339336115118,July 2020,Closed,3363 18TH STREET NW,20010,1
-77.0248083482796,38.8971316526479,July 2020,Closed,912 F STREET NW,20004,2
-76.9891999268124,38.9021308161568,July 2020,Closed,1211 FLORIDA AVENUE NE,20002,6
-76.9812874540733,38.9046718845751,July 2020,Closed,1107 16TH STREET NE,20002,5
-76.9929703860329,38.9577888594956,July 2020,Closed,859 OGLETHORPE STREET NE,20011,4
-76.9876819833202,38.9066929464888,July 2020,Closed,1500 MONTELLO AVENUE NE,20002,5
-77.0836904051613,38.9108932202764,July 2020,Closed,4455 Q STREET NW,20007,3
-76.9960687841121,38.947483722173,July 2020,Closed,718 CRITTENDEN STREET NE,20017,5
-77.0195741268081,38.972966331619,July 2020,Closed,6809 5TH STREET NW,20012,4
-77.0195741268081,38.972966331619,July 2020,Closed,6809 5TH STREET NW,20012,4
-76.9899140058967,38.8890730712641,July 2020,Closed,1203 EAST CAPITOL STREET SE,20003,6
-76.9534007410663,38.8927095415133,July 2020,Closed,206 35TH STREET NE,20019,7
-76.9988401404054,38.9062265069457,July 2020,Closed,519 FLORIDA AVENUE NE,20002,6
-77.0207611781919,38.940650780295,July 2020,Closed,4031 NEW HAMPSHIRE AVENUE NW,20011,4
-77.0104677146706,38.9142762598007,July 2020,Closed,39 S STREET NW,20001,5
-76.9494162495083,38.9030399383648,July 2020,Closed,3750 HAYES STREET NE,20019,7
-77.0356455185989,38.9279425974465,July 2020,Closed,3031 15TH STREET NW,20009,1
-77.0258511873743,38.9280976852527,July 2020,Closed,3007 SHERMAN AVENUE NW,20001,1
-77.0283466774311,38.9299291271418,July 2020,Closed,1205 KENYON STREET NW,20010,1
-77.0189388309098,38.9412009559439,July 2020,Closed,4103 5TH STREET NW,20011,4
-77.0313551676286,38.8950101397245,July 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.9857626323109,38.8931904572155,July 2020,Closed,250 14TH STREET NE,20002,6
-77.0079651539799,38.9113555932618,July 2020,Closed,22 Q STREET NE,20002,5
-77.0148891585603,38.91020581176,July 2020,Closed,1519 3RD STREET NW,20001,5
-77.0209482359787,38.9566212541236,July 2020,Closed,527 KENNEDY STREET NW,20011,4
-76.9781791308899,38.9039273455085,July 2020,Closed,1754 L STREET NE,20002,5
-77.0305979766031,38.9531594113401,July 2020,Closed,1313 HAMILTON STREET NW,20011,4
-77.0141549560826,38.9161055542776,July 2020,Closed,1917 2ND STREET NW,20001,5
-77.0273112269864,38.953074286492,July 2020,Closed,5201 GEORGIA AVENUE NW,20011,4
-76.9714094177459,38.8469316352495,July 2020,Closed,3430 23RD STREET SE,20020,8
-77.0125569478877,38.9510661559786,July 2020,Closed,5000 1ST STREET NW,20011,4
-77.0248170132625,38.9515265907987,July 2020,Closed,5020 ILLINOIS AVENUE NW,20011,4
-77.0357647106534,38.9351880337858,July 2020,Closed,3525 HERTFORD PLACE NW,20010,1
-77.0176408390297,38.9124057162039,July 2020,Closed,1646 1/2 NEW JERSEY AVENUE NW,20001,6
-77.0404344615528,38.9218125883078,July 2020,Closed,2444 ONTARIO ROAD NW,20009,1
-77.0484947934472,38.9165613582191,July 2020,Closed,2145 CALIFORNIA STREET NW,20008,2
-76.9264654120202,38.9040311882983,July 2020,Closed,1014 51ST STREET NE,20019,7
-76.9339764263139,38.8947232783353,July 2020,Closed,4707 EADS STREET NE,20019,7
-77.0024733380396,38.9195254076455,July 2020,Closed,230 RHODE ISLAND AVENUE NE,20002,5
-77.0254605781612,38.9365077463355,July 2020,Closed,3718 9TH STREET NW,20010,4
-77.0003554085249,38.9032665476372,July 2020,Closed,1015 4TH STREET NE,20002,6
-76.9899275197508,38.9125568733425,July 2020,Closed,958 MOUNT OLIVET ROAD NE,20002,5
-77.020486523907,38.9486383856461,July 2020,Closed,523 DECATUR STREET NW,20011,4
-77.0311594463032,38.9356824667495,July 2020,Closed,1340 PERRY PLACE NW,20010,1
-77.017797203816,38.9503522003722,July 2020,Closed,4906 4TH STREET NW,20011,4
-77.0738022988013,38.9181236720687,July 2020,Closed,2039 HUIDEKOPER PLACE NW,20007,3
-76.9889326095712,38.8350529153218,July 2020,Closed,1101 WAHLER PLACE SE,20032,8
-77.0009149106935,38.9222324322317,July 2020,Closed,325 CHANNING STREET NE,20002,5
-76.9874721034227,38.8833257572218,July 2020,Closed,1324 E STREET SE,20003,6
-76.9926813796633,38.9217337762107,July 2020,Closed,2402 10TH STREET NE,20018,5
-77.0333669606144,38.9421512552418,July 2020,Closed,4207 ARKANSAS AVENUE NW,20011,4
-77.0287460153135,38.9495401766293,July 2020,Closed,4807 ARKANSAS AVENUE NW,20011,4
-76.9931050213214,38.9519045769705,July 2020,Closed,5066 10TH STREET NE,20017,5
-77.0731879820027,38.9184085416176,July 2020,Closed,2110 37TH STREET NW,20007,3
-76.9866941325843,38.8888863655698,July 2020,Closed,1318 A STREET SE,20003,6
-77.0040492589686,38.9183129325972,July 2020,Closed,153 RHODE ISLAND AVENUE NE,20002,5
-76.9871067323901,38.9121023055803,July 2020,Closed,1843 CORCORAN STREET NE,20002,5
-77.0652799042067,38.9099701610221,July 2020,Closed,3213 VOLTA PLACE NW,20007,2
-76.9745091106395,38.8956723314021,July 2020,Closed,429 21ST STREET NE,20002,7
-77.0331567219526,38.9670475571656,July 2020,Closed,6321 14TH STREET NW,20011,4
-77.0084089103796,38.9257289831291,July 2020,Closed,1 GIRARD STREET NE,20002,5
-76.9917652411908,38.8912837818098,July 2020,Closed,130 11TH STREET NE,20002,6
-76.9749328601085,38.92323552706,July 2020,Closed,2001 DOUGLAS STREET NE,20018,5
-77.0166996448205,38.9444788731267,July 2020,Closed,329 WEBSTER STREET NW,20011,4
-76.9965579027185,38.8877706641431,July 2020,Closed,662 INDEPENDENCE AVENUE SE,20003,6
-76.9732616869873,38.9363618878239,July 2020,Closed,2216 PERRY STREET NE,20018,5
-77.0206757082553,38.9494094609445,July 2020,Closed,4828 KANSAS AVENUE NW,20011,4
-77.0375594761076,38.9182873277882,July 2020,Closed,1625 V STREET NW,20009,1
-76.9888446967643,38.8352621734914,July 2020,Closed,1028 - 1126 BLOCK OF WAHLER PLACE SE,20032,8
-77.0205191044041,38.8794805658961,July 2020,Closed,617 I STREET SW,20024,6
-77.019467971395,38.9075452441334,July 2020,Closed,1307 6TH STREET NW,20001,6
-77.0196541843962,38.9075922365315,July 2020,Closed,1309 6TH STREET NW,20001,6
-77.0742787307218,38.9263939149046,July 2020,Closed,3719 FULTON STREET NW,20007,3
-77.0265355089054,38.9639603186422,July 2020,Closed,905 QUACKENBOS STREET NW,20011,4
-77.0414415691979,38.9151388639246,July 2020,Closed,1827 18TH STREET NW,20009,2
-76.9759614335126,38.9378324483964,July 2020,Closed,3909 20TH STREET NE,20018,5
-76.9767827637119,38.9035585445999,July 2020,Closed,1845 L STREET NE,20002,5
-77.0209721660128,38.9281617209103,July 2020,Closed,602 COLUMBIA ROAD NW,20001,1
-76.9389126431135,38.9013467521736,July 2020,Closed,4401 JAY STREET NE,20019,7
-77.0167778048376,38.9138815894255,July 2020,Closed,402 RHODE ISLAND AVENUE NW,20001,5
-77.0146810856396,38.943447875424,July 2020,Closed,213 VARNUM STREET NW,20011,4
-77.0174291675612,38.9054232889368,July 2020,Closed,428 M STREET NW,20001,6
-76.9778426622676,38.9063390883316,July 2020,Closed,1223 18TH STREET NE,20002,5
-76.9815932885147,38.8962931677232,July 2020,Closed,1612 E STREET NE,20002,6
-77.0060510484247,38.8257041167227,July 2020,Closed,17 ELMIRA STREET SE,20032,8
-77.0740339828232,38.9161470967647,July 2020,Closed,1925 38TH STREET NW,20007,2
-77.0023025343775,38.883088674819,July 2020,Closed,501 3RD STREET SE,20003,6
-76.9799239794097,38.8962855960196,July 2020,Closed,1720 E STREET NE,20002,6
-77.028989765345,38.920299526416,July 2020,Closed,2250 12TH PLACE NW,20009,1
-76.9873330179165,38.8644652872088,July 2020,Closed,1300 - 1325 BLOCK OF W STREET SE,20020,8
-77.0087529390879,38.9136693290001,July 2020,Closed,1735 NORTH CAPITOL STREET NE,20002,5
-77.0126728410224,38.9131642323354,July 2020,Closed,120 RANDOLPH PLACE NW,20001,5
-77.0256639947635,38.927732079025,July 2020,Closed,788 COLUMBIA ROAD NW,20001,1
-77.0063796352349,38.9458773472496,July 2020,Closed,50 HAWAII AVENUE NE,20011,5
-77.0102319244071,38.9022822974025,July 2020,Closed,22 K STREET NW,20001,6
-77.0283944760639,38.9274530004594,July 2020,Closed,1132 COLUMBIA ROAD NW,20009,1
-76.981364435106,38.8889077074656,July 2020,Closed,1614 A STREET SE,20003,6
-77.0833267546096,38.9108969934441,July 2020,Closed,4445 Q STREET NW,20007,3
-77.0299491555088,38.9084247644706,July 2020,Closed,1306 O STREET NW,20005,2
-77.0040492589686,38.9183129325972,July 2020,Closed,153 RHODE ISLAND AVENUE NE,20002,5
-76.9880995550645,38.8992021817482,July 2020,Closed,703 13TH STREET NE,20002,6
-77.0197976692145,38.9339703033014,July 2020,Closed,430 NEWTON PLACE NW,20010,1
-76.9960012169967,38.8810504812093,July 2020,Closed,700 7TH STREET SE,20003,6
-76.9968906098946,38.9498981457052,July 2020,Closed,657 EMERSON STREET NE,20017,5
-77.0177540762308,38.9119852797958,July 2020,Closed,409 WARNER STREET NW,20001,6
-77.0343400571926,38.9311422903754,July 2020,Closed,1451 PARK ROAD NW,20010,1
-77.0313551676286,38.8950101397245,July 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-77.0326658038205,38.9203740463726,July 2020,Closed,1420 BELMONT STREET NW,20009,1
-77.0239002480747,38.9248183525063,July 2020,Closed,738 FAIRMONT STREET NW,20001,1
-77.0051408974751,38.9116953661835,July 2020,Closed,137 QUINCY PLACE NE,20002,5
-76.9899562808214,38.8990928144221,July 2020,Closed,1200 G STREET NE,20002,6
-77.0214078193684,38.9275981718422,July 2020,Closed,517 HARVARD STREET NW,20001,1
-77.0509686824012,38.9150252848597,July 2020,Closed,2303 BANCROFT PLACE NW,20008,2
-77.0092855436153,38.9695676218965,July 2020,Closed,6546 NORTH CAPITOL STREET NW,20012,4
-77.0253945715404,38.9435427877847,July 2020,Closed,4318 9TH STREET NW,20011,4
-76.9840057723481,38.8680620435972,July 2020,Closed,1427 S STREET SE,20020,8
-77.0572790568515,38.9268085875273,July 2020,Closed,2823 29TH STREET NW,20008,3
-77.0278592194612,38.9202998915138,July 2020,Closed,2249 12TH STREET NW,20009,1
-77.0375674510817,38.9356146419238,July 2020,Closed,1630 OAK STREET NW,20010,1
-76.9831561133329,38.8644335154182,July 2020,Closed,1515 V STREET SE,20020,8
-76.9874127120275,38.8920191979516,July 2020,Closed,1300 - 1357 BLOCK OF CONSTITUTION AVENUE NE,20002,6
-76.9580810673309,38.930162777839,July 2020,Closed,3043 BLADENSBURG ROAD NE,20018,5
-77.0468018611934,38.9136210968542,July 2020,Closed,1732 21ST STREET NW,20009,2
-77.0003234421323,38.8457634072759,July 2020,Closed,516 OAKWOOD STREET SE,20032,8
-76.9802765201156,38.8978564447111,July 2020,Closed,1684 KRAMER STREET NE,20002,6
-77.0313551676286,38.8950101397245,July 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-77.0255474520992,38.915004511678,July 2020,Closed,937 WESTMINSTER STREET NW,20001,1
-77.0359208265471,38.9149378238493,July 2020,Closed,1535 SWANN STREET NW,20009,2
-77.0292959670191,38.9585724517804,July 2020,Closed,1233 MADISON STREET NW,20011,4
-77.0238198591106,38.9565491786744,July 2020,Closed,5503 8TH STREET NW,20011,4
-77.0123842014944,38.9182709981328,July 2020,Closed,2100 1ST STREET NW,20001,5
-76.9877539387249,38.9207233503667,July 2020,Open,2356 13TH PLACE NE,20018,5
-76.9866621924861,38.885867113107,July 2020,Closed,260 KENTUCKY AVENUE SE,20003,6
-77.0077924489226,38.9589679022217,July 2020,Open,5700 NEW HAMPSHIRE AVENUE NE,20011,4
-77.0027402896914,38.9225466139751,July 2020,Open,220 CHANNING STREET NE,20002,5
-77.028790511166,38.9560253105943,July 2020,Open,1218 KENNEDY STREET NW,20011,4
-77.0355245798991,38.9164480122451,July 2020,Open,1513 CAROLINE STREET NW,20009,2
-77.0501793211905,38.91768344565,July 2020,Open,2206 KALORAMA ROAD NW,20008,2
-76.9744108250186,38.9228685049415,July 2020,Open,2508 22ND STREET NE,20018,5
-76.9842293653921,38.8918431482898,July 2020,Open,1437 CONSTITUTION AVENUE NE,20002,6
-77.0438832627748,38.9049622360092,July 2020,Open,1140 19TH STREET NW,20036,2
-77.004658683105,38.8830635612457,July 2020,Open,129 E STREET SE,20003,6
-76.9727466112643,38.8970376919913,July 2020,Closed,534 24TH STREET NE,20002,7
-77.0313551676286,38.8950101397245,July 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.9805108856391,38.9193626500287,July 2020,Open,1604 W STREET NE,20018,5
-77.0198433076228,38.9454472227785,July 2020,Open,509 ALLISON STREET NW,20011,4
-76.9791246069161,38.9319109979444,July 2020,Closed,1803 LAWRENCE STREET NE,20018,5
-77.0437152071467,38.9176261373935,July 2020,Open,1866 CALIFORNIA STREET NW,20009,1
-76.9896149644255,38.8814680773672,July 2020,Closed,1218 G STREET SE,20003,6
-77.0239580154976,38.9271942844741,July 2020,Closed,723 HARVARD STREET NW,20001,1
-77.0198198045838,38.9355962981912,July 2020,Closed,614 PRINCETON PLACE NW,20010,1
-77.0336773314689,38.957457129881,July 2020,Closed,1401 LONGFELLOW STREET NW,20011,4
-77.0012569309443,38.9607083706932,July 2020,Closed,346 NICHOLSON STREET NE,20011,4
