LONGITUDE,LATITUDE,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-77.0025681405559,38.913537116074,May 2020,Closed,226 RANDOLPH PLACE NE,20002,5
-77.032201438729,38.9553762760553,May 2020,Closed,1351 JEFFERSON STREET NW,20011,4
-77.0610448475679,38.9298576174056,May 2020,Closed,3024 CORTLAND PLACE NW,20008,3
-77.062232551243,38.9049210220809,May 2020,Closed,3132 M STREET NW,20007,2
-76.989484465691,38.899685703257,May 2020,Closed,1212 LINDEN PLACE NE,20002,6
-76.9545803802815,38.8951197454139,May 2020,Open,413 36TH STREET NE,20019,7
-76.9806043876176,38.8965274054265,May 2020,Closed,500 17TH STREET NE,20002,6
-76.9830615461297,38.9240218828797,May 2020,Closed,1444 CHANNING STREET NE,20018,5
-77.0300416186301,38.9278495850822,May 2020,Closed,1301 COLUMBIA ROAD NW,20009,1
-77.0245618437897,38.927141370389,May 2020,Closed,743 HARVARD STREET NW,20001,1
-77.0169224891406,38.9103846207944,May 2020,Closed,1528 NEW JERSEY AVENUE NW,20001,6
-77.027443879193,38.9380390685611,May 2020,Closed,3812 10TH STREET NW,20011,4
-76.9859640020637,38.8850304227204,May 2020,Closed,310 KENTUCKY AVENUE SE,20003,6
-77.0164183785021,38.9498420833239,May 2020,Closed,314 EMERSON STREET NW,20011,4
-77.0167662686847,38.9575047385543,May 2020,Closed,308 LONGFELLOW STREET NW,20011,4
-77.0263097126204,38.9274280849645,May 2020,Closed,2920 SHERMAN AVENUE NW,20001,1
-76.9875007848675,38.8959258672173,May 2020,Closed,1321 E STREET NE,20002,6
-77.0003161753899,38.8436329099777,May 2020,Open,3110 ESTHER PLACE SE,20032,8
-77.0426372626065,38.9135385529185,May 2020,Closed,1823 RIGGS PLACE NW,20009,2
-77.0399379367597,38.9298982654281,May 2020,Closed,1717 KENYON STREET NW,20010,1
-77.0323976723894,38.9687991529225,May 2020,Closed,1368 UNDERWOOD STREET NW,20012,4
-77.0424786475308,38.9203862053189,May 2020,Closed,1810 BELMONT ROAD NW,20009,1
-77.0228282215396,38.939610117106,May 2020,Closed,724 SHEPHERD STREET NW,20011,4
-77.027292586484,38.9164453605789,May 2020,Closed,1926 11TH STREET NW,20001,1
-77.0155054552188,38.9490389398999,May 2020,Closed,4813 3RD STREET NW,20011,4
-76.9899562808214,38.8990928144221,May 2020,Closed,1200 G STREET NE,20002,6
-77.030034515062,38.9304245229827,May 2020,Closed,3224 13TH STREET NW,20010,1
-76.982511044522,38.8782430360535,May 2020,Open,1527 K STREET SE,20003,6
-77.0094837027307,38.9142850819138,May 2020,Open,7 S STREET NW,20001,5
-77.0181789640555,38.9450138346525,May 2020,Closed,4426 NEW HAMPSHIRE AVENUE NW,20011,4
-76.986195242702,38.9080930379814,May 2020,Open,1643 MONTELLO AVENUE NE,20002,5
-77.0163427398431,38.9087563549147,May 2020,Closed,401 O STREET NW,20001,6
-77.0330433951728,38.9150079471389,May 2020,Open,1425 SWANN STREET NW,20009,2
-77.0093415956199,38.920934503175,May 2020,Closed,2316 NORTH CAPITOL STREET NW,20002,5
-77.0057506383761,38.8405907955645,May 2020,Open,3509 BROTHERS PLACE SE,20032,8
-77.03484150963,38.9157759259137,May 2020,Closed,1503 T STREET NW,20009,2
-77.0018468574675,38.9157624590453,May 2020,Closed,300 T STREET NE,20002,5
-76.984690911032,38.8955597030275,May 2020,Closed,1416 DUNCAN STREET NE,20002,6
-77.0109314584802,38.9548069137891,May 2020,Closed,5302 NEW HAMPSHIRE AVENUE NW,20011,4
-77.006801805871,38.911690867185,May 2020,Open,59 QUINCY PLACE NE,20002,5
-77.0294185203898,38.9278821735335,May 2020,Closed,3005 13TH STREET NW,20009,1
-77.0718615272869,38.9147231538128,May 2020,Closed,3617 S STREET NW,20007,2
-77.0260048334873,38.9307097013194,May 2020,Closed,832 LAMONT STREET NW,20010,1
-77.0252461314786,38.9504346960046,May 2020,Closed,4919 9TH STREET NW,20011,4
-76.9840824691863,38.9214915884454,May 2020,Closed,1409 DOWNING STREET NE,20018,5
-77.0293156013416,38.9042051435335,May 2020,Closed,1234 MASSACHUSETTS AVENUE NW,20005,2
-76.9819830557616,38.8665451829419,May 2020,Open,1924 16TH STREET SE,20020,8
-77.0311372727119,38.9305998063407,May 2020,Closed,1340 PARK ROAD NW,20010,1
-77.005307082611,38.8827570682294,May 2020,Closed,112 DUDDINGTON PLACE SE,20003,6
-77.0040492589686,38.9183129325972,May 2020,Closed,153 RHODE ISLAND AVENUE NE,20002,5
-76.9928780992545,38.8952819502015,May 2020,Closed,418 10TH STREET NE,20002,6
-76.9868011427069,38.9079600546986,May 2020,Closed,1626 MONTELLO AVENUE NE,20002,5
-77.0610448475679,38.9298576174056,May 2020,Closed,3024 CORTLAND PLACE NW,20008,3
-77.0116234988734,38.9098271112092,May 2020,Closed,79 P STREET NW,20001,5
-76.9848117169436,38.921020640148,May 2020,Closed,1369 DOWNING STREET NE,20018,5
-77.0104865159737,38.9221615200465,May 2020,Closed,36 CHANNING STREET NW,20001,5
-76.9778163294188,38.8946240717937,May 2020,Closed,1827 D STREET NE,20002,6
-77.0078531619907,38.9644254597029,May 2020,Closed,6114 1ST PLACE NE,20011,4
-77.0252538936653,38.928711642351,May 2020,Closed,766 IRVING STREET NW,20010,1
-77.0287219633436,38.939951853235,May 2020,Closed,1229 SHEPHERD STREET NW,20011,4
-77.0282871517433,38.9269837833178,May 2020,Closed,1137 HARVARD STREET NW,20009,1
-77.0238218367778,38.9565980030673,May 2020,Closed,5505 8TH STREET NW,20011,4
-77.0238218367778,38.9565980030673,May 2020,Closed,5505 8TH STREET NW,20011,4
-77.0429625771937,38.9091588603681,May 2020,Open,DUPONT CIRCLE NW AND CONNECTICUT AVENUE NW,20036,2
-77.023784103346,38.9258093813632,May 2020,Open,726 GIRARD STREET NW,20001,1
-76.995701653569,38.8814690904598,May 2020,Closed,708 G STREET SE,20003,6
-77.0045803338927,38.9157386919013,May 2020,Closed,152 T STREET NE,20002,5
-77.0143766626158,38.9102338919022,May 2020,Closed,222 BATES STREET NW,20001,5
-76.9879965765246,38.9199544247459,May 2020,Closed,2242 13TH STREET NE,20018,5
-76.9879521851652,38.9199271249456,May 2020,Closed,2240 13TH STREET NE,20018,5
-76.9992331443015,38.8872002115737,May 2020,Closed,210 5TH STREET SE,20003,6
-76.9863073402842,38.9079325224201,May 2020,Closed,1635 MONTELLO AVENUE NE,20002,5
-77.0127058304806,38.9138828238991,May 2020,Open,112 S STREET NW,20001,5
-77.0063441709497,38.9168083490442,May 2020,Closed,1937 1ST STREET NE,20002,5
-77.0407562586365,38.9307987239253,May 2020,Closed,1753 KILBOURNE PLACE NW,20010,1
-77.0169501607427,38.9147501484073,May 2020,Closed,1811 4TH STREET NW,20001,1
-77.0003554085249,38.9032665476372,May 2020,Closed,1015 4TH STREET NE,20002,6
-77.0424786475308,38.9203862053189,May 2020,Closed,1810 BELMONT ROAD NW,20009,1
-77.0235918063237,38.9517917778078,May 2020,Closed,5031 8TH STREET NW,20011,4
-77.020643833956,38.9369428964212,May 2020,Closed,630 ROCK CREEK CHURCH ROAD NW,20010,1
-77.0242057305804,38.9248016242354,May 2020,Open,748 FAIRMONT STREET NW,20001,1
-77.0715098396053,38.9185129963081,May 2020,Open,3530 W PLACE NW,20007,3
-77.046391331655,38.9087623404063,May 2020,Open,2031 O STREET NW,20036,2
-77.0037257822792,38.9221934604114,May 2020,Closed,2436 2ND STREET NE,20002,5
-77.0373723286591,38.9149928599508,May 2020,Closed,1617 SWANN STREET NW,20009,2
-76.9981378336341,38.9263306662662,May 2020,Closed,605 GIRARD STREET NE,20017,5
-77.0183468280899,38.9298647336443,May 2020,Closed,3106 PARK PLACE NW,20010,1
-77.0293937126541,38.9591842683338,May 2020,Open,5723 13TH STREET NW,20011,4
-76.9725805134326,38.8975944601681,May 2020,Closed,560 24TH STREET NE,20002,7
-77.068816231783,38.9073615659463,May 2020,Closed,1321 35TH STREET NW,20007,2
-77.0326738192277,38.9149653515581,May 2020,Closed,1413 SWANN STREET NW,20009,2
-77.06928951574,38.9072455289053,May 2020,Closed,1318 35TH STREET NW,20007,2
-77.0432090957528,38.9215998996228,May 2020,Closed,1840 COLUMBIA ROAD NW,20009,1
-77.0004681944431,38.961037177906,May 2020,Closed,511 OGLETHORPE STREET NE,20011,4
-76.9913465533476,38.8963247454722,May 2020,Closed,1100 E STREET NE,20002,6
-76.9771916824847,38.9313445546699,May 2020,Closed,1924 KEARNY STREET NE,20018,5
-77.0206192151528,38.9351713283786,May 2020,Closed,635 OTIS PLACE NW,20010,1
-76.9809972263985,38.8888232398046,May 2020,Closed,37 17TH STREET SE,20003,6
-77.0116234988734,38.9098271112092,May 2020,Closed,79 P STREET NW,20001,5
-77.0003804634837,38.845789351421,May 2020,Closed,514 OAKWOOD STREET SE,20032,8
-77.0059803583328,38.9675219755649,May 2020,Closed,114 TUCKERMAN STREET NE,20011,4
-77.0124420595703,38.9194305441556,May 2020,Closed,2204 1ST STREET NW,20001,5
-77.031792331125,38.9553758475288,May 2020,Closed,1345 JEFFERSON STREET NW,20011,4
-77.0008580646514,38.8844599509226,May 2020,Closed,328 D STREET SE,20003,6
-77.0244904717288,38.950015431424,May 2020,Open,817 EMERSON STREET NW,20011,4
-77.0347590435681,38.9365508427729,May 2020,Closed,1504 SPRING PLACE NW,20010,1
-76.9754613535692,38.901161421056,May 2020,Closed,834 20TH STREET NE,20002,5
-76.9847656893197,38.8968035880565,May 2020,Closed,526 TENNESSEE AVENUE NE,20002,6
-76.9820032323537,38.8632997242466,May 2020,Open,1621 W STREET SE,20020,8
-77.0676378258308,38.9065240269966,May 2020,Closed,1245 34TH STREET NW,20007,2
-76.983423389513,38.8864569276322,May 2020,Closed,242 15TH STREET SE,20003,6
-77.0131200011295,38.9502163435405,May 2020,Closed,4912 1ST STREET NW,20011,4
-77.037327711934,38.9343917515368,May 2020,Closed,3419 BROWN STREET NW,20010,1
-77.0339672469254,38.9143201659396,May 2020,Closed,1451 S STREET NW,20009,2
-76.9904945127219,38.8862080947391,May 2020,Closed,255 12TH STREET SE,20003,6
-77.0640763100609,38.9112564983357,May 2020,Closed,1628 32ND STREET NW,20007,2
-76.9809972263985,38.8888232398046,May 2020,Closed,37 17TH STREET SE,20003,6
-77.0383001698935,38.9338349939391,May 2020,Closed,1646 NEWTON STREET NW,20010,1
-76.9932278844954,38.9215530120714,May 2020,Closed,2401 WASHINGTON PLACE NE,20018,5
-77.0078291983358,38.9164550422144,May 2020,Closed,32 TODD PLACE NE,20002,5
-77.0206192151528,38.9351713283786,May 2020,Closed,635 OTIS PLACE NW,20010,1
-77.0130855149538,38.9502567044821,May 2020,Closed,4914 1ST STREET NW,20011,4
-77.0011963724866,38.8861864947569,May 2020,Closed,320 C STREET SE,20003,6
-77.025537186893,38.9198262236935,May 2020,Closed,972 FLORIDA AVENUE NW,20001,1
-77.0170807750789,38.9545924108053,May 2020,Closed,319 INGRAHAM STREET NW,20011,4
-77.0244889010793,38.9427576384543,May 2020,Closed,832 VARNUM STREET NW,20011,4
-77.0218402795538,38.9339513823244,May 2020,Closed,529 NEWTON PLACE NW,20010,1
-77.0474769487951,38.9080526770672,May 2020,Closed,2123 NEWPORT PLACE NW,20037,2
-77.0737058214008,38.9179374406228,May 2020,Closed,2031 HUIDEKOPER PLACE NW,20007,3
-77.0115772959095,38.9142821006141,May 2020,Closed,77 S STREET NW,20001,5
-77.0315468228115,38.9139360083342,May 2020,Closed,1348 S STREET NW,20009,2
-76.9907551303641,38.9261260069416,May 2020,Closed,2814 12TH STREET NE,20017,5
-77.0242204397648,38.9158213999055,May 2020,Closed,1904 9TH STREET NW,20001,1
-77.0208233380873,38.9461362760869,May 2020,Closed,526 BUCHANAN STREET NW,20011,4
-77.0769133920421,38.9607784766648,May 2020,Closed,3820 MILITARY ROAD NW,20015,3
-77.0321175845001,38.9595190194001,May 2020,Closed,1351 MONTAGUE STREET NW,20011,4
-77.0064009782293,38.9677340974574,May 2020,Closed,6409 KANSAS AVENUE NE,20012,4
-76.9944984525876,38.8975282738074,May 2020,Closed,806 F STREET NE,20002,6
-77.0437104213276,38.9312647372425,May 2020,Open,3153 19TH STREET NW,20010,1
-76.9745269306356,38.9029086622247,May 2020,Closed,900 21ST STREET NE,20002,5
-77.0260051845299,38.9452688213512,May 2020,Closed,915 ALLISON STREET NW,20011,4
-77.0123694257706,38.9128618549094,May 2020,Closed,1704 1ST STREET NW,20001,5
-77.0273046643335,38.9148624131128,May 2020,Closed,1814 11TH STREET NW,20001,1
-77.0311359130445,38.9652524986462,May 2020,Closed,1334 RITTENHOUSE STREET NW,20011,4
-77.0028369139851,38.9019553474633,May 2020,Closed,222 PARKER STREET NE,20002,6
-77.0144188183819,38.9413827577048,May 2020,Closed,231 ROCK CREEK CHURCH ROAD NW,20011,4
-77.0206180812137,38.9551790894241,May 2020,Closed,516 JEFFERSON STREET NW,20011,4
-77.0279924553591,38.9307022787309,May 2020,Closed,LAMONT STREET NW AND 11TH STREET NW,20010,1
-76.9797209456675,38.8692281473935,May 2020,Open,1724 MINNESOTA AVENUE SE,20020,8
-77.03306063701,38.9193683356429,May 2020,Closed,1425 W STREET NW,20009,1
-77.0337883756203,38.9193611009771,May 2020,Closed,1447 W STREET NW,20009,1
-77.0303150464548,38.9240227809784,May 2020,Closed,1315 EUCLID STREET NW,20009,1
-77.0611223788384,38.9339279815107,May 2020,Closed,3310 ROSS PLACE NW,20008,3
-76.9963933217281,38.9034749459076,May 2020,Closed,1024 7TH STREET NE,20002,6
-77.0300246651756,38.927027040153,May 2020,Closed,2906 13TH STREET NW,20009,1
-76.9871373840841,38.9339459594902,May 2020,Closed,1350 NEWTON STREET NE,20017,5
-77.0476683105006,38.9192239307303,May 2020,Open,2317 ASHMEAD PLACE NW,20009,1
-77.023453267195,38.9269447664321,May 2020,Closed,718 HARVARD STREET NW,20001,1
-76.9952136632186,38.8885434456716,May 2020,Closed,101 8TH STREET SE,20003,6
-76.9282751475283,38.9050115215892,May 2020,Closed,1105 50TH STREET NE,20019,7
-77.005307082611,38.8827570682294,May 2020,Closed,112 DUDDINGTON PLACE SE,20003,6
-76.9879057410496,38.8980026082805,May 2020,Closed,1307 MARYLAND AVENUE NE,20002,6
-77.0414902922068,38.9144555642684,May 2020,Closed,1807 18TH STREET NW,20009,2
-77.0169848347591,38.9552767828793,May 2020,Closed,316 JEFFERSON STREET NW,20011,4
-77.0278337673838,38.9499261318229,May 2020,Closed,1205 EMERSON STREET NW,20011,4
-77.0269090281368,38.9704215779351,May 2020,Closed,6617 GEORGIA AVENUE NW,20012,4
-77.0201669762957,38.9323337012937,May 2020,Closed,456 PARK ROAD NW,20010,1
-77.0461393209265,38.9326856749816,May 2020,Closed,2016 KLINGLE ROAD NW,20010,1
-77.0340550169921,38.9153339386023,May 2020,Closed,1458 T STREET NW,20009,2
-77.0211369512019,38.9576673498369,May 2020,Closed,605 LONGFELLOW STREET NW,20011,4
-77.0044652456734,38.9173968602492,May 2020,Closed,157 UHLAND TERRACE NE,20002,5
-77.037752474028,38.9132141314803,May 2020,Open,1624 RIGGS PLACE NW,20009,2
-77.023784103346,38.9258093813632,May 2020,Open,726 GIRARD STREET NW,20001,1
-77.0051524116059,38.8827568949901,May 2020,Closed,118 DUDDINGTON PLACE SE,20003,6
-77.0466410992217,38.9072527469628,May 2020,Closed,21ST STREET NW AND N STREET NW,20036,2
-77.0148527584748,38.9441394199366,May 2020,Closed,210 WEBSTER STREET NW,20011,4
-77.0590022966241,38.9056830932569,May 2020,Closed,1213 30TH STREET NW,20007,2
-77.0490480147169,38.9029374457529,May 2020,Closed,1004 22ND STREET NW,20037,2
-77.0634527064504,38.9091151945139,May 2020,Closed,3202 P STREET NW,20007,2
-77.0530896988341,38.9019575514608,May 2020,Closed,947 25TH STREET NW,20037,2
-77.0098196210945,38.9153748826641,May 2020,Open,18 T STREET NW,20001,5
-77.0332076153909,38.9143169611381,May 2020,Closed,1429 S STREET NW,20009,2
-76.990496640982,38.8788814828028,May 2020,Closed,917 12TH STREET SE,20003,6
-76.9329151640001,38.9048339306736,May 2020,Closed,1100 48TH PLACE NE,20019,7
-77.0200907191724,38.9359419905276,May 2020,Closed,619 PRINCETON PLACE NW,20010,1
-77.0024257011547,38.9123864839604,May 2020,Closed,235 R STREET NE,20002,5
-77.0649631546478,38.9066507609376,May 2020,Closed,3252 N STREET NW,20007,2
-76.9811732447945,38.8975207608353,May 2020,Open,1634 ROSEDALE STREET NE,20002,6
-77.0022637183353,38.9020159862295,May 2020,Closed,920 3RD STREET NE,20002,6
-77.0315994670913,38.9283961590734,May 2020,Closed,1356 IRVING STREET NW,20010,1
-77.0298820368659,38.9078347348914,May 2020,Closed,1316 13TH STREET NW,20005,2
-77.0301908280411,38.9139028555695,May 2020,Closed,1310 S STREET NW,20009,2
-76.996703968469,38.8971384747964,May 2020,Closed,655 F STREET NE,20002,6
-76.9880753255258,38.9200178514331,May 2020,Closed,2246 13TH STREET NE,20018,5
-77.0008389484686,38.9151902612077,May 2020,Closed,1876 4TH STREET NE,20002,5
-76.9969363751229,38.8889040188294,May 2020,Closed,632 A STREET SE,20003,6
-77.0157890345575,38.9449692305811,May 2020,Closed,4416 3RD STREET NW,20011,4
-76.9952336764198,38.9029907953714,May 2020,Closed,1010 8TH STREET NE,20002,6
-77.0018082219519,38.9018378989541,May 2020,Closed,911 3RD STREET NE,20002,6
-77.0084997688584,38.912049017695,May 2020,Closed,4 QUINCY PLACE NE,20002,5
-77.0249087518593,38.9251834292394,May 2020,Closed,767 FAIRMONT STREET NW,20001,1
-76.9959222664634,38.8831271823416,May 2020,Closed,422 7TH STREET SE,20003,6
-77.0768254362693,38.9230673866361,May 2020,Closed,2515 39TH STREET NW,20007,3
-77.0245891659785,38.9157423197922,May 2020,Closed,913 T STREET NW,20001,1
-77.0665478682934,38.9058019127925,May 2020,Closed,3312 PROSPECT STREET NW,20007,2
-76.9951595829245,38.8990620669536,May 2020,Closed,726 G STREET NE,20002,6
-77.0275427902317,38.9113291063671,May 2020,Closed,1109 Q STREET NW,20009,2
-77.0244319770279,38.9415846809085,May 2020,Closed,826 UPSHUR STREET NW,20011,4
-77.0218210833018,38.9360478881274,May 2020,Closed,722 QUEBEC PLACE NW,20010,1
-76.9238388559456,38.8938231180051,May 2020,Closed,5357 CLAY TERRACE NE,20019,7
-76.9792863926054,38.9042112201149,May 2020,Closed,1643 LANG PLACE NE,20002,5
-77.0084240604161,38.9221860995156,May 2020,Closed,11 CHANNING STREET NE,20002,5
-76.9797837194236,38.8904812080659,May 2020,Closed,1730 EAST CAPITOL STREET NE,20003,6
-77.0154356035144,38.9093511191944,May 2020,Closed,1430 3RD STREET NW,20001,5
-76.942040336662,38.8824329200746,May 2020,Closed,527 HILLTOP TERRACE SE,20019,7
-77.0013303877656,38.9153492537559,May 2020,Closed,311 T STREET NE,20002,5
-77.0684302614402,38.9060746793288,May 2020,Closed,3415 PROSPECT STREET NW,20007,2
-76.9869599727459,38.8949673177856,May 2020,Closed,1334 D STREET NE,20002,6
-77.0456196734568,38.9325854363475,May 2020,Closed,3234 WALBRIDGE PLACE NW,20010,1
-76.9887761840299,38.9223554011546,May 2020,Closed,1220 BRENTWOOD ROAD NE,20018,5
-77.0104153644974,38.9221587338305,May 2020,Closed,34 CHANNING STREET NW,20001,5
-77.0329322075204,38.9681227547226,May 2020,Closed,1388 TEWKESBURY PLACE NW,20012,4
-76.977463791511,38.887792323243,May 2020,Closed,1844 INDEPENDENCE AVENUE SE,20003,6
-77.0281323959111,38.9278887960426,May 2020,Closed,1117 COLUMBIA ROAD NW,20009,1
-77.0026940240589,38.8975380110938,May 2020,Closed,220 F STREET NE,20002,6
-77.0188129793194,38.9529780431031,May 2020,Closed,422 HAMILTON STREET NW,20011,4
-77.0249799907608,38.924108811536,May 2020,Closed,915 EUCLID STREET NW,20001,1
-77.0259721486415,38.9555951053111,May 2020,Closed,5406 9TH STREET NW,20011,4
-77.0268880960726,38.9816164706033,May 2020,Closed,7530 GEORGIA AVENUE NW,20012,4
-77.0680642791225,38.9103757493884,May 2020,Closed,1558 34TH STREET NW,20007,2
-77.0141493752904,38.9524836060166,May 2020,Closed,213 GALLATIN STREET NW,20011,4
-77.0273209611597,38.9116526480115,May 2020,Closed,1616 11TH STREET NW,20001,2
-77.0460734823451,38.9327129060428,May 2020,Closed,2014 KLINGLE ROAD NW,20010,1
-77.026231878732,38.9080237958823,May 2020,Closed,1324 10TH STREET NW,20001,2
-77.0165436738503,38.9419398192057,May 2020,Closed,320 UPSHUR STREET NW,20011,4
-77.0349731277765,38.9081234806795,May 2020,Closed,1501 RHODE ISLAND AVENUE NW,20005,2
-77.0339950506745,38.9361221822995,May 2020,Closed,1437 PARKWOOD PLACE NW,20010,1
-77.0124168901951,38.9139547415006,May 2020,Closed,100 S STREET NW,20001,5
-76.9723193507954,38.8730832163096,May 2020,Closed,2330 NICHOLSON STREET SE,20020,7
-77.0144467052311,38.9520605411803,May 2020,Closed,224 GALLATIN STREET NW,20011,4
-76.9913087284473,38.880353607489,May 2020,Closed,726 11TH STREET SE,20003,6
-77.0750945125619,38.9227566435268,May 2020,Closed,3803 CALVERT STREET NW,20007,3
-76.9994461222442,38.8457088152561,May 2020,Closed,533 NEWCOMB STREET SE,20032,8
-76.9881464473818,38.902139722394,May 2020,Closed,1300 FLORIDA AVENUE NE,20002,5
-76.9958128613136,38.960246359119,May 2020,Open,5846 EASTERN AVENUE NE,20011,4
-76.9855061260072,38.9046797807911,May 2020,Closed,1408 TRINIDAD AVENUE NE,20002,5
-77.0200151817268,38.9166699702728,May 2020,Closed,533 U STREET NW,20001,1
-76.9859801607103,38.9083818199799,May 2020,Closed,1659 MONTELLO AVENUE NE,20002,5
-77.0030368285266,38.9644338815736,May 2020,Closed,6119 NEW HAMPSHIRE AVENUE NE,20011,4
-77.014027168508,38.9417633155758,May 2020,Closed,213 ROCK CREEK CHURCH ROAD NW,20011,4
-77.024610704324,38.933714724099,May 2020,Closed,717 NEWTON PLACE NW,20010,1
-77.0230256249568,38.9308259028923,May 2020,Closed,649 KEEFER PLACE NW,20010,1
-76.9998394466401,38.8226816600771,May 2020,Open,4635 6TH STREET SE,20032,8
-76.9841305669272,38.868061610201,May 2020,Closed,1423 S STREET SE,20020,8
-77.0287859889345,38.9399722863116,May 2020,Closed,1231 SHEPHERD STREET NW,20011,4
-77.0011963724866,38.8861864947569,May 2020,Closed,320 C STREET SE,20003,6
-76.9942290854575,38.9027671626979,May 2020,Closed,814 K STREET NE,20002,6
-77.0275314511733,38.9309389734606,May 2020,Closed,1027 LAMONT STREET NW,20010,1
-77.0302695141174,38.9113004157996,May 2020,Closed,1313 Q STREET NW,20009,2
-77.0200508218358,38.9396695408223,May 2020,Closed,526 SHEPHERD STREET NW,20011,4
-77.0017164711534,38.9599241959845,May 2020,Open,5732 5TH STREET NE,20011,4
-77.0246115514489,38.9094401704404,May 2020,Open,914 P STREET NW,20001,2
-77.0731879820027,38.9184085416176,May 2020,Closed,2110 37TH STREET NW,20007,3
-77.0742853611353,38.9267806378423,May 2020,Closed,2813 38TH STREET NW,20007,3
-76.9738645736326,38.93636040268,May 2020,Closed,2204 PERRY STREET NE,20018,5
-77.0331329395918,38.9193708374958,May 2020,Closed,1427 W STREET NW,20009,1
-77.0606498724909,38.934775188519,May 2020,Closed,3023 NEWARK STREET NW,20008,3
-76.9801678619945,38.9063871602931,May 2020,Closed,1237 16TH STREET NE,20002,5
-76.9840991938835,38.8687152561677,May 2020,Closed,1425 RIDGE PLACE SE,20020,8
-76.9957014898555,38.8937582324471,May 2020,Closed,708 C STREET NE,20002,6
-76.9820819334996,38.9045944471899,May 2020,Closed,1526 LEVIS STREET NE,20002,5
-76.9814931696567,38.9040767354303,May 2020,Closed,1609 LEVIS STREET NE,20002,5
-77.0522679140896,38.9017561347919,May 2020,Closed,9 SNOWS COURT NW,20037,2
-76.9944656953907,38.9587094039876,May 2020,Closed,5901 8TH STREET NE,20011,4
-77.0259730830912,38.9559431845175,May 2020,Closed,5416 9TH STREET NW,20011,4
-77.0255985985641,38.9280368446511,May 2020,Closed,781 COLUMBIA ROAD NW,20001,1
-77.0417027768461,38.9002189479969,May 2020,Closed,18TH STREET NW AND H STREET NW,20006,2
-76.9770409190371,38.8959547282066,May 2020,Closed,447 19TH STREET NE,20002,7
-77.0323976723894,38.9687991529225,May 2020,Closed,1368 UNDERWOOD STREET NW,20012,4
-76.9759786877534,38.8999690919923,May 2020,Closed,787 19TH STREET NE,20002,5
-77.0027485507867,38.8975444057613,May 2020,Closed,218 F STREET NE,20002,6
-77.0287064662821,38.9346948842258,May 2020,Closed,3600 11TH STREET NW,20010,1
-77.0316549636972,38.9378017162625,May 2020,Closed,1365 QUINCY STREET NW,20011,4
-77.0196409581253,38.9148275590734,May 2020,Closed,1831 6TH STREET NW,20001,6
-77.0159890395993,38.9057966208376,May 2020,Closed,1201 4TH STREET NW,20001,6
-76.9811651553517,38.8888631741168,May 2020,Closed,1620 A STREET SE,20003,6
