LONGITUDE,LATITUDE,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-77.06314853,38.93852267,Mar-20,Closed,3104 RODMAN STREET NW,20008,3
-77.07545408,38.96417815,Mar-20,Closed,5532 CONNECTICUT AVENUE NW,20015,3
-77.01831301,38.95805915,Mar-20,Closed,403 MISSOURI AVENUE NW,20011,4
-76.95480654,38.89477145,Mar-20,Closed,36TH STREET NE AND DIX STREET NE,20019,7
-76.95517652,38.89576317,Mar-20,Closed,3451 BENNING ROAD NE,20019,7
-77.01906551,38.94904526,Mar-20,Closed,450 DELAFIELD PLACE NW,20011,4
-77.07386876,38.936308,Mar-20,Closed,3401 38TH STREET NW,20016,3
-77.03520588,38.93515064,Mar-20,Open,3536 CENTER STREET NW,20010,1
-77.00407941,38.91716968,Mar-20,Closed,168 U STREET NE,20002,5
-76.98410248,38.9201907,Mar-20,Closed,1348 ADAMS STREET NE,20018,5
-77.00806378,38.91680158,Mar-20,Closed,23 U STREET NE,20002,5
-76.98101729,38.88445409,Mar-20,Open,337 17TH STREET SE,20003,6
-76.99992221,38.96104628,Mar-20,Open,533 OGLETHORPE STREET NE,20011,4
-77.0199245,38.92969503,Mar-20,Open,3112 WARDER STREET NW,20010,1
-77.01022977,38.91537683,Mar-20,Open,32 T STREET NW,20001,5
-77.02205117,38.93600515,Mar-20,Closed,728 QUEBEC PLACE NW,20010,1
-77.05334521,38.92821539,Mar-20,Closed,2331 CATHEDRAL AVENUE NW,20008,3
-76.9548054,38.89529799,Mar-20,Closed,36TH STREET NE AND EADS STREET NE,20019,7
-77.02739806,38.90945513,Mar-20,Closed,1426 11TH STREET NW,20001,2
-77.04110346,38.91469118,Mar-20,Closed,1756 SWANN STREET NW,20009,2
-76.98870976,38.84443511,Mar-20,Open,1249 ALABAMA AVENUE SE,20032,8
-77.01239632,38.91437282,Mar-20,Closed,1806 1ST STREET NW,20001,5
-76.9587639,38.89373941,Mar-20,Closed,3334 CLAY STREET NE,20019,7
-77.00615462,38.84086905,Mar-20,Closed,131 RALEIGH STREET SE,20032,8
-76.95456442,38.89520649,Mar-20,Closed,417 36TH STREET NE,20019,7
-77.01641838,38.94984208,Mar-20,Closed,314 EMERSON STREET NW,20011,4
-76.98339193,38.90424818,Mar-20,Closed,1425 STAPLES STREET NE,20002,5
-77.04401648,38.91364461,Mar-20,Closed,1735 FRASER COURT NW,20009,2
-77.03572679,38.92672951,Mar-20,Closed,1504 COLUMBIA ROAD NW,20009,1
-77.01145876,38.91427446,Mar-20,Closed,73 S STREET NW,20001,5
-77.04112771,38.9056716,Mar-20,Closed,M STREET NW AND CONNECTICUT AVENUE NW,20036,2
-77.01052148,38.90743892,Mar-20,Closed,29 N STREET NW,20001,5
-77.0207484,38.94154404,Mar-20,Open,4120 NEW HAMPSHIRE AVENUE NW,20011,4
-77.06307437,38.90827988,Mar-20,Closed,3146 1/2 O STREET NW,20007,2
-76.98995628,38.89909281,Mar-20,Closed,1200 G STREET NE,20002,6
-77.03303607,38.96342447,Mar-20,Closed,1385 PEABODY STREET NW,20011,4
-77.02523406,38.95021454,Mar-20,Open,4911 9TH STREET NW,20011,4
-76.99724787,38.88445244,Mar-20,Closed,632 D STREET SE,20003,6
-76.9935374,38.87945868,Mar-20,Closed,900 1/2 I STREET SE,20003,6
-77.04214842,38.92044803,Mar-20,Closed,1800 BELMONT ROAD NW,20009,1
-77.02920261,38.96021567,Mar-20,Closed,5817 COLORADO AVENUE NW,20011,4
-76.98302482,38.89564253,Mar-20,Closed,1512 ISHERWOOD STREET NE,20002,6
-77.02162671,38.90708382,Mar-20,Closed,1211 7TH STREET NW,20001,6
-77.02951352,38.93478432,Mar-20,Open,3605 13TH STREET NW,20010,1
-77.01594382,38.94126077,Mar-20,Open,301 TAYLOR STREET NW,20011,4
-77.03078769,38.91187582,Mar-20,Closed,1300 - 1399 BLOCK OF CORCORAN STREET NW,20009,2
-77.03304127,38.94102567,Mar-20,Closed,4102 14TH STREET NW,20011,4
-77.02646979,38.93956332,Mar-20,Closed,938 SHEPHERD STREET NW,20011,4
-77.02678118,38.94557168,Mar-20,Open,4516 GEORGIA AVENUE NW,20011,4
-77.02417015,38.92428582,Mar-20,Closed,809 EUCLID STREET NW,20001,1
-77.02426777,38.9247826,Mar-20,Closed,750 FAIRMONT STREET NW,20001,1
-76.99049638,38.89641278,Mar-20,Closed,506 12TH STREET NE,20002,6
-77.03140013,38.94163148,Mar-20,Closed,1350 UPSHUR STREET NW,20011,4
-77.02727015,38.93887913,Mar-20,Closed,965 RANDOLPH STREET NW,20011,4
-77.03135517,38.89501014,Mar-20,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.98588371,38.90927174,Mar-20,Closed,1706 MONTELLO AVENUE NE,20002,5
-76.98885617,38.93959947,Mar-20,Closed,1227 MICHIGAN AVENUE NE,20017,5
-76.9587639,38.89373941,Mar-20,Open,3334 CLAY STREET NE,20019,7
-76.99668228,38.89009789,Mar-20,Closed,646 EAST CAPITOL STREET NE,20003,6
-77.01598699,38.95787193,Mar-20,Closed,5601 3RD STREET NW,20011,4
-77.03533652,38.91204083,Mar-20,Closed,1517 CORCORAN STREET NW,20009,2
-77.01777874,38.95819624,Mar-20,Closed,340 MADISON STREET NW,20011,4
-76.98099743,38.88891386,Mar-20,Closed,33 17TH STREET SE,20003,6
-77.03993884,38.91998272,Mar-20,Closed,2254 ONTARIO ROAD NW,20009,1
-76.98405712,38.91983576,Mar-20,Closed,1367 ADAMS STREET NE,20018,5
-76.98966913,38.88146799,Mar-20,Closed,1216 G STREET SE,20003,6
-77.00256723,38.91386097,Mar-20,Closed,227 S STREET NE,20002,5
-77.02382428,38.95664962,Mar-20,Closed,5507 8TH STREET NW,20011,4
-77.03047931,38.91900879,Mar-20,Closed,1316 W STREET NW,20009,1
-76.99375832,38.90077089,Mar-20,Closed,800 - 899 BLOCK OF 9TH STREET NE,20002,6
-77.02617788,38.95470684,Mar-20,Closed,5317 ILLINOIS AVENUE NW,20011,4
-76.98227187,38.8547469,Mar-20,Open,2426 15TH PLACE SE,20020,8
-77.00119637,38.88618649,Mar-20,Closed,320 C STREET SE,20003,6
-76.99809517,38.96079376,Mar-20,Closed,637 OGLETHORPE STREET NE,20011,4
-77.01499373,38.94198462,Mar-20,Closed,228 UPSHUR STREET NW,20011,4
-77.02454883,38.90943694,Mar-20,Closed,912 P STREET NW,20001,2
-77.0580162,38.93585941,Mar-20,Open,3505 CONNECTICUT AVENUE NW,20008,3
-77.01869111,38.9312661,Mar-20,Closed,3228 PARK PLACE NW,20010,1
-77.03180099,38.93367596,Mar-20,Closed,1356 OAK STREET NW,20010,1
-77.03452557,38.95602304,Mar-20,Closed,1410 KENNEDY STREET NW,20011,4
-76.9765292,38.86971806,Mar-20,Open,1920 R STREET SE,20020,8
-77.05770252,38.93391477,Mar-20,Open,3318 CONNECTICUT AVENUE NW,20008,3
-77.01930602,38.94943447,Mar-20,Closed,459 DELAFIELD PLACE NW,20011,4
-77.02325357,38.91577863,Mar-20,Closed,805 T STREET NW,20001,1
-77.01801751,38.9406334,Mar-20,Closed,4018 ILLINOIS AVENUE NW,20011,4
-76.9840338,38.89629245,Mar-20,Closed,1420 E STREET NE,20002,6
-76.95456442,38.89520649,Mar-20,Closed,417 36TH STREET NE,20019,7
-77.02608787,38.95465074,Mar-20,Closed,5313 ILLINOIS AVENUE NW,20011,4
-77.07937942,38.94948874,Mar-20,Closed,4000 BRANDYWINE STREET NW,20016,3
-77.019466,38.90875804,Mar-20,Closed,509 O STREET NW,20001,6
-77.03304446,38.96434124,Mar-20,Closed,6103 14TH STREET NW,20011,4
-77.02423011,38.9242486,Mar-20,Closed,811 EUCLID STREET NW,20001,1
-76.95457273,38.89463653,Mar-20,Closed,337 36TH STREET NE,20019,7
-76.95457853,38.89459248,Mar-20,Closed,335 36TH STREET NE,20019,7
-77.01070122,38.90741594,Mar-20,Closed,35 N STREET NW,20001,5
-76.91874282,38.89967413,Mar-20,Closed,714 57TH PLACE NE,20019,7
-77.02432039,38.92420372,Mar-20,Closed,821 EUCLID STREET NW,20001,1
-76.97658374,38.90542981,Mar-20,Closed,1845 M STREET NE,20002,5
-77.02626757,38.95484555,Mar-20,Closed,5323 ILLINOIS AVENUE NW,20011,4
-76.9882946,38.84231781,Mar-20,Closed,3324 13TH STREET SE,20032,8
-77.02474409,38.96476938,Mar-20,Closed,804 RITTENHOUSE STREET NW,20011,4
-76.97881637,38.93484215,Mar-20,Closed,1819 OTIS STREET NE,20018,5
-76.98992752,38.91255687,Mar-20,Closed,958 MOUNT OLIVET ROAD NE,20002,5
-77.01021783,38.82885535,Mar-20,Open,141 CHESAPEAKE STREET SW,20032,8
-76.93439979,38.87946521,Mar-20,Closed,4632 HANNA PLACE SE,20019,7
-77.02631264,38.96067695,Mar-20,Closed,903 MISSOURI AVENUE NW,20011,4
-77.02298329,38.9544143,Mar-20,Closed,713 INGRAHAM STREET NW,20011,4
-77.01870407,38.90899815,Mar-20,Closed,1409 5TH STREET NW,20001,6
-77.00079414,38.960244,Mar-20,Closed,509 NICHOLSON STREET NE,20011,4
-76.95750676,38.89564222,Mar-20,Closed,34TH STREET NE AND EADS STREET NE,20019,7
-77.02358021,38.88325757,Mar-20,Open,500 L'ENFANT PLAZA SW,20024,6
-77.01812759,38.87952285,Mar-20,Open,401 I STREET SW,20024,6
-77.01030783,38.86748164,Mar-20,Open,1824 HALF STREET SW,20024,6
-77.02820551,38.927884,Mar-20,Closed,1119 COLUMBIA ROAD NW,20009,1
-76.98679763,38.86775142,Mar-20,Closed,1302 T STREET SE,20020,8
-77.04040625,38.92229382,Mar-20,Closed,2462 ONTARIO ROAD NW,20009,1
-77.01567589,38.94294031,Mar-20,Closed,4226 3RD STREET NW,20011,4
-77.01605873,38.94237922,Mar-20,Closed,315 UPSHUR STREET NW,20011,4
-77.03976465,38.91965929,Mar-20,Closed,2238 ONTARIO ROAD NW,20009,1
-77.00702797,38.90061293,Mar-20,Closed,810 1ST STREET NE,20002,6
-77.0154587,38.91006314,Mar-20,Closed,1504 3RD STREET NW,20001,5
-77.01457444,38.94991502,Mar-20,Closed,208 EMERSON STREET NW,20011,4
-77.02502869,38.96396371,Mar-20,Closed,815 QUACKENBOS STREET NW,20011,4
-76.98343711,38.88198021,Mar-20,Closed,600 KENTUCKY AVENUE SE,20003,6
-77.08671069,38.95518965,Mar-20,Closed,4408 FARADAY PLACE NW,20016,3
-77.00639989,38.94788304,Mar-20,Closed,4710 FORT TOTTEN DRIVE NE,20011,5
-77.0027434,38.91353711,Mar-20,Closed,220 RANDOLPH PLACE NE,20002,5
-77.0246684,38.90945052,Mar-20,Closed,916 P STREET NW,20001,2
-76.98869986,38.89968419,Mar-20,Closed,1250 LINDEN PLACE NE,20002,6
-77.00751514,38.91794288,Mar-20,Closed,39 V STREET NE,20002,5
-77.02102232,38.94221205,Mar-20,Closed,619 UPSHUR STREET NW,20011,4
-77.03996109,38.92861655,Mar-20,Closed,1720 IRVING STREET NW,20010,1
-76.98452051,38.90469037,Mar-20,Closed,1422 ORREN STREET NE,20002,5
-77.03335573,38.93368859,Mar-20,Closed,1413 MERIDIAN PLACE NW,20010,1
-76.97964086,38.89627519,Mar-20,Open,1730 E STREET NE,20002,6
-77.02944854,38.95812867,Mar-20,Closed,1216 MADISON STREET NW,20011,4
-77.00135206,38.89076446,Mar-20,Closed,317 A STREET NE,20002,6
-77.02624078,38.93974822,Mar-20,Closed,900  - 999 BLOCK OF SHEPHERD STREET NW,20011,4
-76.98343268,38.88071561,Mar-20,Closed,706 15TH STREET SE,20003,6
-76.98719859,38.89687757,Mar-20,Closed,1324 EMERALD STREET NE,20002,6
-77.01242714,38.91389934,Mar-20,Closed,1738 1ST STREET NW,20001,5
-77.02844662,38.91536336,Mar-20,Closed,1206 T STREET NW,20009,1
-76.95725602,38.89298046,Mar-20,Closed,229 34TH STREET NE,20019,7
-77.03537153,38.96356423,Mar-20,Closed,1444 ROCK CREEK FORD ROAD NW,20011,4
-76.97643086,38.89532771,Mar-20,Closed,416 20TH STREET NE,20002,7
-76.99129591,38.9277816,Mar-20,Closed,1022 HAMLIN STREET NE,20017,5
-77.02422044,38.9158214,Mar-20,Closed,1904 9TH STREET NW,20001,1
-76.99288221,38.89215812,Mar-20,Closed,928 CONSTITUTION AVENUE NE,20002,6
-77.02473665,38.90912332,Mar-20,Closed,1415 COLUMBIA STREET NW,20001,2
-76.98227187,38.8547469,Mar-20,Open,2426 15TH PLACE SE,20020,8
-77.02741031,38.91131581,Mar-20,Closed,1101 Q STREET NW,20009,2
-77.0061602,38.8334877,Mar-20,Closed,3831 1ST STREET SE,20032,8
-77.00588778,38.83305104,Mar-20,Closed,MISSISSIPPI AVENUE SE AND 1ST STREET SE,20032,8
-77.0061602,38.8334877,Mar-20,Closed,3831 1ST STREET SE,20032,8
-77.03171714,38.9336704,Mar-20,Closed,1354 OAK STREET NW,20010,1
-77.02677726,38.91395314,Mar-20,Closed,1749 11TH STREET NW,20001,6
-77.07629839,38.96528454,Mar-20,Closed,5612 CONNECTICUT AVENUE NW,20015,3
-77.07629839,38.96528454,Mar-20,Open,5612 CONNECTICUT AVENUE NW,20015,3
-76.97231935,38.87308322,Mar-20,Open,2330 NICHOLSON STREET SE,20020,7
-77.02300012,38.93936389,Mar-20,Open,3921 8TH STREET NW,20011,4
-76.98024514,38.90626934,Mar-20,Open,1231 16TH STREET NE,20002,5
-76.99693262,38.8797833,Mar-20,Closed,643 1/2 I STREET SE,20003,6
-76.99346443,38.93384883,Mar-20,Open,900 NEWTON STREET NE,20017,5
-77.0154587,38.91006314,Mar-20,Closed,1504 3RD STREET NW,20001,5
-77.02791599,38.91685131,Mar-20,Closed,1118 U STREET NW,20009,1
-76.98489678,38.86731347,Mar-20,Open,1906 14TH STREET SE,20020,8
-76.92529911,38.90198177,Mar-20,Closed,5200 JAY STREET NE,20019,7
-77.03235463,38.91211376,Mar-20,Closed,1622 14TH STREET NW,20009,2
-76.99030974,38.84384096,Mar-20,Closed,3212 12TH STREET SE,20032,8
-77.00838078,38.91792895,Mar-20,Closed,15 V STREET NE,20002,5
-77.02432107,38.9427829,Mar-20,Closed,828 VARNUM STREET NW,20011,4
-77.03000513,38.93706888,Mar-20,Closed,3708 13TH STREET NW,20010,4
-76.98043323,38.90273189,Mar-20,Closed,1628 K STREET NE,20002,5
-77.00707647,38.91535445,Mar-20,Closed,49 T STREET NE,20002,5
-76.9835343,38.85383633,Mar-20,Closed,3032 STANTON ROAD SE,20020,8
-77.01631092,38.94302319,Mar-20,Closed,316 VARNUM STREET NW,20011,4
-77.09702964,38.95021077,Mar-20,Closed,4610 49TH STREET NW,20016,3
-77.04508533,38.91362465,Mar-20,Closed,1724 20TH STREET NW,20009,2
-76.98377219,38.8538951,Mar-20,Open,3026 STANTON ROAD SE,20020,8
-76.99602597,38.94152141,Mar-20,Closed,4351 VARNUM PLACE NE,20017,5
-77.02458917,38.91574232,Mar-20,Closed,913 T STREET NW,20001,1
-76.99120034,38.89666381,Mar-20,Closed,1105 MARYLAND AVENUE NE,20002,6
-77.04250455,38.91469671,Mar-20,Closed,1824 SWANN STREET NW,20009,2
-77.03469596,38.9659618,Mar-20,Closed,1436 SHERIDAN STREET NW,20011,4
-77.02103685,38.94647216,Mar-20,Open,545 BUCHANAN STREET NW,20011,4
-76.98027823,38.89626106,Mar-20,Open,1700 E STREET NE,20002,6
-76.98480465,38.868694,Mar-20,Closed,1405 RIDGE PLACE SE,20020,8
-77.0022961,38.91238676,Mar-20,Closed,239 R STREET NE,20002,5
-77.00800844,38.91284584,Mar-20,Closed,18 R STREET NE,20002,5
-76.9818214,38.89593647,Mar-20,Closed,1609 E STREET NE,20002,6
-77.02682344,38.91716551,Mar-20,Closed,2001 11TH STREET NW,20001,1
-77.05368733,38.90087519,Mar-20,Closed,2503 I STREET NW,20037,2
-77.01433662,38.91351627,Mar-20,Closed,1708 2ND STREET NW,20001,5
-76.98456341,38.86843155,Mar-20,Closed,1410 S STREET SE,20020,8
-77.01769048,38.94981812,Mar-20,Closed,400 EMERSON STREET NW,20011,4
-76.98211205,38.9012892,Mar-20,Closed,845 BLADENSBURG ROAD NE,20002,5
-76.95505144,38.89412712,Mar-20,Closed,314 36TH STREET NE,20019,7
-76.98598016,38.90838182,Mar-20,Closed,1659 MONTELLO AVENUE NE,20002,5
-77.04213646,38.90683761,Mar-20,Closed,1228 CONNECTICUT AVENUE NW,20036,2
-77.02849496,38.90705829,Mar-20,Closed,1200 N STREET NW,20005,2
-77.02396775,38.92528974,Mar-20,Closed,739 FAIRMONT STREET NW,20001,1
-76.9965581,38.92666961,Mar-20,Closed,650 GIRARD STREET NE,20017,5
-77.02149399,38.96746547,Mar-20,Closed,605 TUCKERMAN STREET NW,20011,4
-77.04202961,38.9139219,Mar-20,Open,1804 S STREET NW,20009,2
-77.00937211,38.92146167,Mar-20,Open,2400 NORTH CAPITOL STREET NW,20002,5
-77.03750869,38.92454498,Mar-20,Closed,1620 FULLER STREET NW,20009,1
-77.06618948,38.90610849,Mar-20,Closed,3301 PROSPECT STREET NW,20007,2
-76.98590453,38.86868846,Mar-20,Closed,1335 RIDGE PLACE SE,20020,8
-77.0222612,38.93450081,Mar-20,Closed,700 OTIS PLACE NW,20010,1
-77.04977442,38.90340602,Mar-20,Closed,1 WASHINGTON CIRCLE NW,20037,2
-77.04911201,38.90328271,Mar-20,Closed,1009 NEW HAMPSHIRE AVENUE NW,20037,2
-77.03279779,38.96338734,Mar-20,Closed,1371 PEABODY STREET NW,20011,4
-77.0485807,38.90336085,Mar-20,Closed,1099 22ND STREET NW,20037,2
-77.0176494,38.95819617,Mar-20,Closed,336 MADISON STREET NW,20011,4
-77.0324279,38.96345942,Mar-20,Closed,1363 PEABODY STREET NW,20011,4
-76.98793215,38.89592663,Mar-20,Open,1307 E STREET NE,20002,6
-77.03926369,38.92335008,Mar-20,Closed,1705 EUCLID STREET NW,20009,1
-77.03029858,38.89015455,Mar-20,Open,1300 MADISON DRIVE NW,20004,2
-77.01419541,38.87315103,Mar-20,Open,215 O STREET SW,20024,6
-77.00109859,38.87583459,Mar-20,Open,1201 4TH STREET SE,20003,6
-77.03612376,38.91173268,Mar-20,Closed,1611 16TH STREET NW,20009,2
-77.01367674,38.91352643,Mar-20,Closed,153 RANDOLPH PLACE NW,20001,5
-76.98452011,38.86774538,Mar-20,Open,1404 T STREET SE,20020,8
-77.03098782,38.91577548,Mar-20,Open,1337 T STREET NW,20009,1
-77.02728014,38.95264118,Mar-20,Closed,5121 GEORGIA AVENUE NW,20011,4
-77.04731679,38.91724945,Mar-20,Closed,2016 CONNECTICUT AVENUE NW,20008,2
-77.04230246,38.93168648,Mar-20,Closed,1825 LAMONT STREET NW,20010,1
-77.03386346,38.92717139,Mar-20,Closed,1438 COLUMBIA ROAD NW,20009,1
-77.03944963,38.90134817,Mar-20,Closed,I STREET NW AND 17TH STREET NW,20006,2
-76.93248457,38.87716914,Mar-20,Closed,1163 46TH PLACE SE,20019,7
-76.99051935,38.90311374,Mar-20,Closed,1130 FLORIDA AVENUE NE,20002,5
-77.02321606,38.95284564,Mar-20,Closed,732 HAMILTON STREET NW,20011,4
-77.07626133,38.96504873,Mar-20,Closed,3811 MCKINLEY STREET NW,20015,3
-77.0104587,38.91023107,Mar-20,Closed,38 BATES STREET NW,20001,5
-77.03939304,38.9120189,Mar-20,Closed,1721 CORCORAN STREET NW,20009,2
-77.02863187,38.90546396,Mar-20,Closed,1208 M STREET NW,20005,2
-77.012351,38.9529199,Mar-20,Closed,5120 NEW HAMPSHIRE AVENUE NW,20011,4
-76.98452051,38.90469037,Mar-20,Closed,1422 ORREN STREET NE,20002,5
-77.04287479,38.9237132,Mar-20,Closed,1786 LANIER PLACE NW,20009,1
-77.07212428,38.91913951,Mar-20,Closed,2216 HALL PLACE NW,20007,3
-77.0233026,38.95218316,Mar-20,Closed,731 GALLATIN STREET NW,20011,4
-77.04063849,38.92369706,Mar-20,Closed,1752 COLUMBIA ROAD NW,20009,1
-77.02415468,38.93954454,Mar-20,Closed,822 SHEPHERD STREET NW,20011,4
-77.0718316,38.91947246,Mar-20,Closed,2225 HALL PLACE NW,20007,3
-76.9950471,38.85373505,Mar-20,Voided,2720 MARTIN LUTHER KING JR AVENUE SE,20032,8
-77.01567589,38.94294031,Mar-20,Closed,4226 3RD STREET NW,20011,4
-76.98053125,38.89715537,Mar-20,Closed,1661 ROSEDALE STREET NE,20002,6
-77.01933213,38.93125906,Mar-20,Closed,432 LAMONT STREET NW,20010,1
-77.00167538,38.91499495,Mar-20,Closed,306 SEATON PLACE NE,20002,5
-77.03245686,38.93887321,Mar-20,Closed,3903 14TH STREET NW,20011,4
-77.03718108,38.91795441,Mar-20,Closed,1608 V STREET NW,20009,1
-77.02240761,38.93317467,Mar-20,Closed,613 PARK ROAD NW,20010,1
-77.04439045,38.92501082,Mar-20,Closed,1860 CLYDESDALE PLACE NW,20009,1
-76.98108964,38.89459267,Mar-20,Closed,1633 D STREET NE,20002,6
-77.01831301,38.95805915,Mar-20,Closed,403 MISSOURI AVENUE NW,20011,4
-77.02631264,38.96067695,Mar-20,Closed,903 MISSOURI AVENUE NW,20011,4
-76.97788983,38.93234254,Mar-20,Closed,1916 LAWRENCE STREET NE,20018,5
-77.06479302,38.90897411,Mar-20,Closed,3245 P STREET NW,20007,2
-77.00943301,38.91202012,Mar-20,Closed,1626 NORTH CAPITOL STREET NW,20002,5
-76.95725235,38.89430126,Mar-20,Closed,325 34TH STREET NE,20019,7
-77.01457444,38.94991502,Mar-20,Closed,208 EMERSON STREET NW,20011,4
-77.04316465,38.91389149,Mar-20,Closed,1739 19TH STREET NW,20009,2
-77.01092126,38.90707738,Mar-20,Closed,10 N STREET NW,20001,5
-77.0482066,38.90746702,Mar-20,Closed,2139 N STREET NW,20037,2
-77.04443221,38.90115618,Mar-20,Closed,1920 I STREET NW,20006,2
-76.9834163,38.89614336,Mar-20,Closed,445 15TH STREET NE,20002,6
-77.02846728,38.93677514,Mar-20,Closed,1036 QUEBEC PLACE NW,20010,4
-77.02732472,38.9118229,Mar-20,Closed,1618 11TH STREET NW,20001,2
-77.00589082,38.89363337,Mar-20,Closed,1ST STREET NE AND C STREET NE,20002,6
-77.03389498,38.91535597,Mar-20,Closed,1452 T STREET NW,20009,2
-77.06294435,38.9070104,Mar-20,Closed,1305 WISCONSIN AVENUE NW,20007,2
-77.02360852,38.96359917,Mar-20,Closed,728 QUACKENBOS STREET NW,20011,4
-77.03279779,38.96338734,Mar-20,Closed,1371 PEABODY STREET NW,20011,4
-76.98489678,38.86731347,Mar-20,Closed,1906 14TH STREET SE,20020,8
-77.02619565,38.96477528,Mar-20,Closed,900 RITTENHOUSE STREET NW,20011,4
-77.03105957,38.9094789,Mar-20,Closed,1308 P STREET NW,20005,2
-76.99650835,38.9583296,Mar-20,Closed,644 KENSINGTON PLACE NE,20011,4
-77.02581309,38.92766602,Mar-20,Closed,2919 SHERMAN AVENUE NW,20001,1
-77.03049717,38.91682463,Mar-20,Closed,1314 U STREET NW,20009,1
-77.02879051,38.95602531,Mar-20,Closed,1218 KENNEDY STREET NW,20011,4
-76.98480465,38.868694,Mar-20,Closed,1405 RIDGE PLACE SE,20020,8
-77.0749959,38.96331293,Mar-20,Closed,5502 CONNECTICUT AVENUE NW,20015,3
-77.01294902,38.91646819,Mar-20,Closed,117 THOMAS STREET NW,20001,5
-76.98977657,38.90300657,Mar-20,Closed,1111 MONTELLO AVENUE NE,20002,5
-77.00080081,38.89690953,Mar-20,Closed,534 4TH STREET NE,20002,6
-77.02942707,38.93322032,Mar-20,Closed,3517 13TH STREET NW,20010,1
-77.02394757,38.96545183,Mar-20,Closed,6211 8TH STREET NW,20011,4
-77.02466998,38.93370624,Mar-20,Closed,719 NEWTON PLACE NW,20010,1
-77.02643267,38.92842086,Mar-20,Closed,3020 SHERMAN AVENUE NW,20001,1
-77.06270395,38.91276245,Mar-20,Closed,1681 31ST STREET NW,20007,2
-77.01866821,38.90944641,Mar-20,Closed,1427 5TH STREET NW,20001,6
-77.01863462,38.94944187,Mar-20,Closed,435 DELAFIELD PLACE NW,20011,4
-77.00134959,38.96105312,Mar-20,Closed,341 OGLETHORPE STREET NE,20011,4
-77.04230246,38.93168648,Mar-20,Closed,1825 LAMONT STREET NW,20010,1
