LONGITUDE,LATITUDE,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-77.012396323367100,38.9143728206164,April 2020,Closed,1806 1ST STREET NW,20001,5
-76.930101259286900,38.882977518595900,April 2020,Open,5023 QUEEN'S STROLL PLACE SE,20019,7
-77.038054228339600,38.928566834776200,April 2020,Open,1640 IRVING STREET NW,20010,1
-77.016706695288200,38.946998939505000,April 2020,Closed,4618 NEW HAMPSHIRE AVENUE NW,20011,4
-76.979537257847700,38.869656645346800,April 2020,Closed,1728 R STREET SE,20020,8
-77.015678320136200,38.942989944706100,April 2020,Open,4228 3RD STREET NW,20011,4
-76.983870944968300,38.896652848087800,April 2020,Closed,516 15TH STREET NE,20002,6
-77.02732096115970,38.91165264801150,April 2020,Closed,1616 11TH STREET NW,20001,2
-77.023302597063200,38.952183155195100,April 2020,Closed,731 GALLATIN STREET NW,20011,4
-76.955393492888800,38.887056751776200,April 2020,Closed,3532 MINNESOTA AVENUE SE,20019,7
-77.072207696019500,38.920096231824100,April 2020,Open,2254 HALL PLACE NW,20007,3
-77.011342805279600,38.902209587453600,April 2020,Open,64 K STREET NW,20001,6
-77.019595313316000,38.932091655250100,April 2020,Open,455 LURAY PLACE NW,20010,1
-76.983943741189100,38.902035444186700,April 2020,Closed,1219 HOLBROOK STREET NE,20002,5
-76.985949506107900,38.890749480935300,April 2020,Closed,1375 A STREET NE,20002,6
-77.016246977758800,38.942373609987600,April 2020,Closed,321 UPSHUR STREET NW,20011,4
-77.017396201668400,38.942320926260200,April 2020,Closed,403 UPSHUR STREET NW,20011,4
-76.976428748712000,38.895780924978000,April 2020,Closed,438 20TH STREET NE,20002,7
-76.991770032354700,38.900713380130200,April 2020,Closed,812 11TH STREET NE,20002,6
-77.033386117917600,38.936259644331700,April 2020,Open,1408 PERRY PLACE NW,20010,1
-77.033383512481200,38.936607185301100,April 2020,Open,1407 PERRY PLACE NW,20010,1
-77.023587580517100,38.966562352797800,April 2020,Closed,728 SOMERSET PLACE NW,20011,4
-77.030230296003800,38.916158803005200,April 2020,Open,1314 WALLACH PLACE NW,20009,1
-76.993325997088600,38.903299688586000,April 2020,Open,906 KENT PLACE NE,20002,6
-76.999715399303900,38.886733399427800,April 2020,Closed,420 SEWARD SQUARE SE,20003,6
-76.985268554793400,38.891084238350200,April 2020,Closed,101 14TH STREET NE,20002,6
-77.015444093443000,38.902768085712000,April 2020,Closed,307 K STREET NW,20001,6
-77.008063775120200,38.916801576832900,April 2020,Closed,23 U STREET NE,20002,5
-77.065809838726900,38.906997739196700,April 2020,Closed,3265 N STREET NW,20007,2
-77.022996051173900,38.93997140688650,April 2020,Closed,731 SHEPHERD STREET NW,20011,4
-76.975453182862000,38.901119440387800,April 2020,Closed,832 20TH STREET NE,20002,5
-76.992058613925900,38.89631894059830,April 2020,Open,1007 MARYLAND AVENUE NE,20002,6
-77.028656817788100,38.937432158680200,April 2020,Closed,1238 QUINCY STREET NW,20011,4
-77.022198752994000,38.933601882652400,April 2020,Open,3532 6TH STREET NW,20010,1
-76.984795471008200,38.899860219621000,April 2020,Closed,1416 MARYLAND AVENUE NE,20002,6
-77.072092381888000,38.914279170722400,April 2020,Closed,3624 S STREET NW,20007,2
-76.999522464347900,38.877011129025100,April 2020,Closed,1100 - 1199 BLOCK OF 5TH STREET SE,20003,6
-76.989816592107000,38.899681678912100,April 2020,Closed,1200 LINDEN PLACE NE,20002,6
-76.990293974241100,38.843737365381200,April 2020,Closed,3216 12TH STREET SE,20032,8
-77.042962577193700,38.909158860368100,April 2020,Closed,DUPONT CIRCLE NW AND CONNECTICUT AVENUE NW,20036,2
-77.018066041007800,38.910914680630300,April 2020,Closed,440 Q STREET NW,20001,6
-77.022749911067500,38.951567368422500,April 2020,Closed,5021 7TH PLACE NW,20011,4
-77.024328544319300,38.897073739692500,April 2020,Closed,900 F STREET NW,20004,2
-76.99322788449540,38.921553012071400,April 2020,Closed,2401 WASHINGTON PLACE NE,20018,5
-77.022842755754400,38.947531461939900,April 2020,Closed,34 SHERMAN CIRCLE NW,20011,4
-77.019977098450600,38.9297295218228,April 2020,Closed,3114 WARDER STREET NW,20010,1
-77.026752911541000,38.91636278888780,April 2020,Closed,1921 11TH STREET NW,20001,1
-77.02724715745900,38.930937959091800,April 2020,Closed,1017 LAMONT STREET NW,20010,1
-76.994207699261100,38.950352421050600,April 2020,Closed,5030 SOUTH DAKOTA AVENUE NE,20017,5
-77.029460886636600,38.968453472684800,April 2020,Closed,6421 13TH STREET NW,20012,4
-77.010640804210400,38.907433957486000,April 2020,Closed,33 N STREET NW,20001,5
-77.038481662086900,38.915582879335400,April 2020,Closed,17TH STREET NW AND T STREET NW,20009,2
-77.010877513747000,38.912797323470400,April 2020,Closed,53 R STREET NW,20001,5
-77.010935164788700,38.91279551642030,April 2020,Closed,55 R STREET NW,20001,5
-77.05789902791560,38.905624460353100,April 2020,Closed,1211 29TH STREET NW,20007,2
-76.989281543701900,38.902165235595100,April 2020,Closed,1207 FLORIDA AVENUE NE,20002,6
-77.05789902791560,38.905624460353100,April 2020,Closed,1211 29TH STREET NW,20007,2
-77.020491407258700,38.940745775306500,April 2020,Closed,536 TAYLOR STREET NW,20011,4
-77.007491697158300,38.917618580563600,April 2020,Closed,46 RHODE ISLAND AVENUE NE,20002,5
-77.033060637010000,38.919368335642900,April 2020,Open,1425 W STREET NW,20009,1
-77.033788375620300,38.91936110097710,April 2020,Open,1447 W STREET NW,20009,1
-76.972779054087700,38.896906808003300,April 2020,Open,528 24TH STREET NE,20002,7
-76.973242551815800,38.896989251540700,April 2020,Open,535 23RD PLACE NE,20002,7
-77.038300169893500,38.933834993939100,April 2020,Closed,1646 NEWTON STREET NW,20010,1
-77.002568140555900,38.913537116074000,April 2020,Closed,226 RANDOLPH PLACE NE,20002,5
-77.037741691861000,38.927700606514700,April 2020,Open,1616 HOBART STREET NW,20009,1
-77.047476948795100,38.908052677067200,April 2020,Closed,2123 NEWPORT PLACE NW,20037,2
-76.980998276798800,38.848088201663000,April 2020,Closed,3247 STANTON ROAD SE,20020,8
-77.020969108579000,38.935804099307500,April 2020,Open,3629 WARDER STREET NW,20010,1
-76.996901976367600,38.88740178060410,April 2020,Open,644 NORTH CAROLINA AVENUE SE,20003,6
-77.016390887921100,38.955211107316300,April 2020,Closed,5324 KANSAS AVENUE NW,20011,4
-77.008159235147200,38.914647226980600,April 2020,Closed,25 SEATON PLACE NE,20002,5
-77.008715086300600,38.925662749555200,April 2020,Closed,2815 NORTH CAPITOL STREET NE,20002,5
-77.012396323367100,38.9143728206164,April 2020,Closed,1806 1ST STREET NW,20001,5
-77.019087651737400,38.931802752763800,April 2020,Closed,414 LURAY PLACE NW,20010,1
-77.010935164788700,38.91279551642030,April 2020,Closed,55 R STREET NW,20001,5
-76.989912162129600,38.882546857984800,April 2020,Open,500 12TH STREET SE,20003,6
-77.032442174743400,38.933987655937500,April 2020,Closed,3461 14TH STREET NW,20010,1
-77.033952634737700,38.915355228070500,April 2020,Closed,1454 T STREET NW,20009,2
-77.011577295909500,38.914282100614100,April 2020,Closed,77 S STREET NW,20001,5
-76.982101133369000,38.86207378358470,April 2020,Closed,2315 GREEN STREET SE,20020,8
-77.042302461570700,38.931686483884500,April 2020,Open,1825 LAMONT STREET NW,20010,1
-77.021862008793300,38.936733952608500,April 2020,Closed,708 ROCK CREEK CHURCH ROAD NW,20010,1
-77.068112405349800,38.904146536703900,April 2020,Closed,3401 WATER STREET NW,20007,2
-76.98986145072090,38.883356437375300,April 2020,Open,420 12TH STREET SE,20003,6
-77.007903230442300,38.964343030834300,April 2020,Closed,6110 1ST PLACE NE,20011,4
-77.025043725166100,38.935820683240100,April 2020,Open,3664 NEW HAMPSHIRE AVENUE NW,20010,4
-76.976909455657800,38.940273256996200,April 2020,Closed,1927 BUNKER HILL ROAD NE,20018,5
-76.984182572933300,38.868414116350800,April 2020,Closed,1422 S STREET SE,20020,8
-76.994229085457500,38.902767162697900,April 2020,Open,814 K STREET NE,20002,6
-76.988059325823500,38.882648207820500,April 2020,Open,502 13TH STREET SE,20003,6
-77.028609812177800,38.91428619783960,April 2020,Closed,1211 S STREET NW,20009,1
-76.989614964425500,38.881468077367200,April 2020,Open,1218 G STREET SE,20003,6
-77.018664430773100,38.929360037739600,April 2020,Open,424 IRVING STREET NW,20010,1
-77.041246903459400,38.913893440062800,April 2020,Closed,1754 S STREET NW,20009,2
-77.040539002293900,38.928617887144100,April 2020,Open,1736 IRVING STREET NW,20010,1
-77.019770634268900,38.945449306998700,April 2020,Open,507 ALLISON STREET NW,20011,4
-77.042371246367400,38.918955361335200,April 2020,Open,1819 WYOMING AVENUE NW,20009,1
-76.984870557456200,38.868694188880100,April 2020,Open,1403 RIDGE PLACE SE,20020,8
-77.032531780539600,38.911972640848000,April 2020,Closed,1409 CORCORAN STREET NW,20009,2
-77.061865492242000,38.928077323100800,April 2020,Open,3102 HAWTHORNE STREET NW,20008,3
-77.075094512561900,38.922756643526800,April 2020,Open,3803 CALVERT STREET NW,20007,3
-77.032141514275400,38.934038365680300,April 2020,Open,1365 OAK STREET NW,20010,1
-77.032797788642500,38.96338733625100,April 2020,Open,1371 PEABODY STREET NW,20011,4
-76.998822582295100,38.845302439728000,April 2020,Closed,555 NEWCOMB STREET SE,20032,8
-77.047941831663300,38.918621309047700,April 2020,Open,CONNECTICUT AVENUE NW AND KALORAMA ROAD NW,20008,NULL
-76.983338045402900,38.86841426916770,April 2020,Closed,1506 S STREET SE,20020,8
-76.989892364979600,38.903517804560600,April 2020,Closed,1126 MONTELLO AVENUE NE,20002,5
-77.021466182934200,38.953290533339800,April 2020,Open,641 HAMILTON STREET NW,20011,4
-77.052676264690800,38.900523247400500,April 2020,Closed,2412 I STREET NW,20037,2
-76.965017113025500,38.875273541893600,April 2020,Closed,1205 30TH STREET SE,20019,7
-77.01012018764460,38.951664091324800,April 2020,Closed,44 FARRAGUT PLACE NW,20011,4
-77.025805578725000,38.909465946921300,April 2020,Open,942 P STREET NW,20001,2
-76.999719170719200,38.894970207054300,April 2020,Open,420 D STREET NE,20002,6
-77.012442059570300,38.919430544155600,April 2020,Closed,2204 1ST STREET NW,20001,5
-77.024899019277000,38.915806213349700,April 2020,Closed,923 T STREET NW,20001,1
-76.996977477349900,38.955357971303900,April 2020,Closed,5366 CHILLUM PLACE NE,20011,5
-77.018313012497800,38.95805914522460,April 2020,Open,403 MISSOURI AVENUE NW,20011,4
-77.013591757109400,38.920762747691900,April 2020,Closed,142 BRYANT STREET NW,20001,5
-76.98979624838220,38.947620449100900,April 2020,Closed,4805 SOUTH DAKOTA AVENUE NE,20017,5
-77.001530107990400,38.915764085128200,April 2020,Closed,310 T STREET NE,20002,5
-77.030024704019100,38.927119285299800,April 2020,Closed,2910 13TH STREET NW,20009,1
-76.972267303263300,38.897000464730000,April 2020,Closed,537 24TH STREET NE,20002,7
-77.010931458480200,38.954806913789100,April 2020,Closed,5302 NEW HAMPSHIRE AVENUE NW,20011,4
-77.004635727580700,38.882757997656300,April 2020,Closed,138 DUDDINGTON PLACE SE,20003,6
-76.986665098526200,38.88511887710480,April 2020,Open,305 KENTUCKY AVENUE SE,20003,6
-76.992355354157000,38.901514262960600,April 2020,Closed,1004 I STREET NE,20002,6
-77.025280047994000,38.951734762870000,April 2020,Closed,820 GALLATIN STREET NW,20011,4
-76.972550147108300,38.872852115155000,April 2020,Closed,2322 MINNESOTA AVENUE SE,20020,8
-76.994107919285,38.902768868239700,April 2020,Closed,818 K STREET NE,20002,6
-77.007391648997700,38.948047202475500,April 2020,Open,39 CRITTENDEN STREET NE,20011,5
-77.022508400127300,38.948847816619800,April 2020,Closed,4813 ILLINOIS AVENUE NW,20011,4
-77.029934007847900,38.967381281301500,April 2020,Open,6336 13TH STREET NW,20011,4
-77.010701215545000,38.907415935270800,April 2020,Closed,35 N STREET NW,20001,5
-77.013057720420500,38.950300397728000,April 2020,Closed,4916 1ST STREET NW,20011,4
-76.980505858958500,38.863922055606800,April 2020,Closed,1645 V STREET SE,20020,8
-76.989983143695600,38.906465165069500,April 2020,Open,1405 WEST VIRGINIA AVENUE NE,20002,5
-76.99399738637120,38.936712421915100,April 2020,Closed,3746 10TH STREET NE,20017,5
-76.930505566768900,38.898130211978400,April 2020,Closed,4933 NANNIE HELEN BURROUGHS AVENUE NE,20019,7
-76.971850971751300,38.868827172826300,April 2020,Closed,2405 RIDGE PLACE SE,20020,8
-76.99399738637120,38.936712421915100,April 2020,Closed,3746 10TH STREET NE,20017,5
-77.013540996783400,38.950403037084700,April 2020,Open,4913 NEW HAMPSHIRE AVENUE NW,20011,4
-77.020041212278700,38.941593533622500,April 2020,Open,4131 NEW HAMPSHIRE AVENUE NW,20011,4
-76.995726771727000,38.877731599357300,April 2020,Open,710 L STREET SE,20003,6
-76.993503171809900,38.95038832705320,April 2020,Open,5015 SOUTH DAKOTA AVENUE NE,20017,5
-77.037498988783400,38.928033451802000,April 2020,Closed,1607 HOBART STREET NW,20009,1
-77.003986184394700,38.918328068761900,April 2020,Closed,155 RHODE ISLAND AVENUE NE,20002,5
-77.001530107990400,38.915764085128200,April 2020,Closed,310 T STREET NE,20002,5
-77.002694024058900,38.897538011093800,April 2020,Closed,220 F STREET NE,20002,6
-77.008283764868700,38.914644155382100,April 2020,Closed,21 SEATON PLACE NE,20002,5
-76.999430018378800,38.886216767689000,April 2020,Closed,SEWARD SQUARE,20003,6
-77.003086184527700,38.913164158316000,April 2020,Closed,207 RANDOLPH PLACE NE,20002,5
-77.076298392987000,38.965284539151600,April 2020,Open,5612 CONNECTICUT AVENUE NW,20015,3
-77.003097629791700,38.913860052142500,April 2020,Closed,203 S STREET NE,20002,5
-77.014376662615800,38.910233891902200,April 2020,Closed,222 BATES STREET NW,20001,5
-77.015670815894900,38.91725059018280,April 2020,Closed,1953 3RD STREET NW,20001,1
-77.009500477246300,38.894796743089000,April 2020,Open,D STREET NW AND LOUISIANA AVENUE NW,20001,6
-77.009439983876300,38.919372991818400,April 2020,Closed,5 W STREET NW,20001,5
-76.994600450745400,38.896306473983200,April 2020,Closed,804 E STREET NE,20002,6
-76.988546757081000,38.893998724085500,April 2020,Closed,312 13TH STREET NE,20002,6
-77.026031241269100,38.939545849063500,April 2020,Closed,926 SHEPHERD STREET NW,20011,4
-77.022501180302800,38.91574472239010,April 2020,Open,717 T STREET NW,20001,1
-77.019829688880200,38.937958813091500,April 2020,Closed,521 QUINCY STREET NW,20011,4
-77.034289124652900,38.90917144425810,April 2020,Closed,1405 15TH STREET NW,20005,2
-76.990335766356700,38.863477546318600,April 2020,Open,2226 MARTIN LUTHER KING JR AVENUE SE,20020,8
-76.977019230959900,38.89564744853280,April 2020,Closed,433 19TH STREET NE,20002,7
-77.05233143212830,38.901122278185000,April 2020,Closed,23 SNOWS COURT NW,20037,2
-77.073596015459200,38.921037096452200,April 2020,Closed,2405 TUNLAW ROAD NW,20007,3
-76.97702878459470,38.895691501329000,April 2020,Closed,435 19TH STREET NE,20002,7
-77.023570812433900,38.930170799975300,April 2020,Open,3200 GEORGIA AVENUE NW,20010,1
-77.014088175768800,38.917186832578700,April 2020,Closed,157 U STREET NW,20001,5
-77.015620766783600,38.9409165142294,April 2020,Closed,302 TAYLOR STREET NW,20011,4
-77.022825912665000,38.956174993460500,April 2020,Closed,710 KENNEDY STREET NW,20011,4
-77.033043776989600,38.940966126145100,April 2020,Open,4100 14TH STREET NW,20011,4
-77.002743402381700,38.913537112087400,April 2020,Closed,220 RANDOLPH PLACE NE,20002,5
-77.027087328908500,38.945262540040200,April 2020,Closed,1107 ALLISON STREET NW,20011,4
-77.000223134597100,38.890763477739500,April 2020,Closed,407 A STREET NE,20002,6
-77.078128978998000,38.945146423156800,April 2020,Open,4300 - 4326 BLOCK OF WISCONSIN AVENUE NW,20016,3
-77.073511607934000,38.945539026476600,April 2020,Open,3700 - 3799 BLOCK OF WINDOM PLACE NW,20016,3
-76.995701489855500,38.893758232447100,April 2020,Closed,708 C STREET NE,20002,6
-77.023001298780900,38.93907562103230,April 2020,Closed,3913 8TH STREET NW,20011,4
-77.037841665045900,38.91854541550410,April 2020,Open,1638 FLORIDA AVENUE NW,20009,1
-77.022602386401500,38.909817215320300,April 2020,Open,751 P STREET NW,20001,6
-77.058935083574800,38.903173579647100,April 2020,Closed,1021 30TH STREET NW,20007,2
-77.015964776164200,38.949856559398400,April 2020,Closed,300 EMERSON STREET NW,20011,4
-77.022539908962200,38.948896185003600,April 2020,Closed,4815 ILLINOIS AVENUE NW,20011,4
-77.008164853579700,38.915378703454800,April 2020,Closed,21 T STREET NE,20002,5
-77.063615708729800,38.937910753047200,April 2020,Closed,3201 ROWLAND PLACE NW,20008,3
-77.024908751859300,38.925183429239400,April 2020,Closed,767 FAIRMONT STREET NW,20001,1
-77.014198337405300,38.956192034045600,April 2020,Closed,216 MISSOURI AVENUE NW,20011,4
-77.018635690742900,38.92971325822520,April 2020,Closed,427 IRVING STREET NW,20010,1
-77.002509681512700,38.913537117345300,April 2020,Closed,228 RANDOLPH PLACE NE,20002,5
-77.002662471516600,38.913869701797300,April 2020,Closed,219 S STREET NE,20002,5
-77.002507271589900,38.913862768813400,April 2020,Closed,229 S STREET NE,20002,5
-77.035726793035200,38.926729512815400,April 2020,Closed,1504 COLUMBIA ROAD NW,20009,1
-77.002568140555900,38.913537116074000,April 2020,Closed,226 RANDOLPH PLACE NE,20002,5
-77.020675708255300,38.949409460944500,April 2020,Closed,4828 KANSAS AVENUE NW,20011,4
-76.980997536420300,38.888957554774700,April 2020,Closed,31 17TH STREET SE,20003,6
-77.018113660265100,38.910916745175700,April 2020,Closed,442 Q STREET NW,20001,6
-76.989281543701900,38.902165235595100,April 2020,Closed,1207 FLORIDA AVENUE NE,20002,6
-77.016895007280700,38.942333791553800,April 2020,Closed,4203 4TH STREET NW,20011,4
-77.012939297485200,38.904852112439000,April 2020,Closed,105 PIERCE STREET NW,20001,6
-77.034809697244600,38.917455088808500,April 2020,Closed,2012 15TH STREET NW,20009,1
-77.001481050749400,38.885559688212900,April 2020,Closed,314 NORTH CAROLINA AVENUE SE,20003,6
-76.970680255776000,38.897628410678600,April 2020,Closed,2519 BENNING ROAD NE,20002,7
-77.068840741262700,38.908028439684200,April 2020,Closed,1405 35TH STREET NW,20007,2
-77.031355167628600,38.895010139724500,April 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-77.020748403894400,38.941544044788100,April 2020,Closed,4120 NEW HAMPSHIRE AVENUE NW,20011,4
-76.956068222272700,38.890066256701500,April 2020,Closed,3428 EAST CAPITOL STREET NE,20019,7
-76.989956280821400,38.899092814422100,April 2020,Closed,1200 G STREET NE,20002,6
-77.033036074828400,38.963424473251600,April 2020,Closed,1385 PEABODY STREET NW,20011,4
-77.02626757050280,38.954845551460300,April 2020,Closed,5323 ILLINOIS AVENUE NW,20011,4
-77.063074371005900,38.908279875068400,April 2020,Closed,3146 1/2 O STREET NW,20007,2
-76.955859256211400,38.890234724660900,April 2020,Closed,10 35TH STREET NE,20019,7
-76.981038412016200,38.889119982472100,April 2020,Closed,23 17TH STREET SE,20003,6
-77.030190828041100,38.913902855569500,April 2020,Closed,1310 S STREET NW,20009,2
-76.997241230522600,38.954997016557900,April 2020,Closed,546 INGRAHAM STREET NE,20011,5
-76.997979275148000,38.893290669494900,April 2020,Closed,606 MASSACHUSETTS AVENUE NE,20002,6
-77.03877136712570,38.92352878721790,April 2020,Closed,2511 17TH STREET NW,20009,1
-77.035205875434800,38.935150638835700,April 2020,Closed,3536 CENTER STREET NW,20010,1
-77.008063775120200,38.916801576832900,April 2020,Closed,23 U STREET NE,20002,5
-76.954564417214300,38.895206489801700,April 2020,Closed,417 36TH STREET NE,20019,7
-77.044016477391500,38.913644610130600,April 2020,Closed,1735 FRASER COURT NW,20009,2
-76.999922213068900,38.961046277166500,April 2020,Closed,533 OGLETHORPE STREET NE,20011,4
-76.981017292031100,38.884454087811100,April 2020,Closed,337 17TH STREET SE,20003,6
-77.011458761101700,38.914274455214100,April 2020,Closed,73 S STREET NW,20001,5
-77.04112770777780,38.905671600432700,April 2020,Closed,M STREET NW AND CONNECTICUT AVENUE NW,20036,2
-77.019924498322300,38.929695028970300,April 2020,Closed,3112 WARDER STREET NW,20010,1
-77.010229767678100,38.915376829303500,April 2020,Closed,32 T STREET NW,20001,5
-76.997247874835800,38.884452444754500,April 2020,Closed,632 D STREET SE,20003,6
-77.026781177128600,38.945571684828500,April 2020,Closed,4516 GEORGIA AVENUE NW,20011,4
-76.988856172891900,38.93959947428380,April 2020,Closed,1227 MICHIGAN AVENUE NE,20017,5
-77.021626714425300,38.90708381716460,April 2020,Closed,1211 7TH STREET NW,20001,6
-77.030787691120300,38.911875823396700,April 2020,Closed,1300 - 1399 BLOCK OF CORCORAN STREET NW,20009,2
-77.004079405166800,38.917169684229800,April 2020,Closed,168 U STREET NE,20002,5
-77.019065505365300,38.9490452597434,April 2020,Closed,450 DELAFIELD PLACE NW,20011,4
-76.989927519750800,38.912556873342500,April 2020,Closed,958 MOUNT OLIVET ROAD NE,20002,5
-77.02626757050280,38.954845551460300,April 2020,Closed,5323 ILLINOIS AVENUE NW,20011,4
-77.010217830626600,38.828855349502300,April 2020,Closed,141 CHESAPEAKE STREET SW,20032,8
-77.025234055730500,38.950214536347400,April 2020,Closed,4911 9TH STREET NW,20011,4
-77.029513523670800,38.934784315824700,April 2020,Closed,3605 13TH STREET NW,20010,1
-76.983024824957700,38.895642529979700,April 2020,Closed,1512 ISHERWOOD STREET NE,20002,6
-77.015986993195500,38.957871934428000,April 2020,Closed,5601 3RD STREET NW,20011,4
-77.03533651872990,38.912040830132100,April 2020,Closed,1517 CORCORAN STREET NW,20009,2
-77.039938841098600,38.91998271715690,April 2020,Closed,2254 ONTARIO ROAD NW,20009,1
-77.024744085116500,38.964769382187600,April 2020,Closed,804 RITTENHOUSE STREET NW,20011,4
-76.978816372259800,38.934842154903900,April 2020,Closed,1819 OTIS STREET NE,20018,5
-77.031400127489700,38.94163148127750,April 2020,Closed,1350 UPSHUR STREET NW,20011,4
-76.996682277734100,38.890097892108300,April 2020,Closed,646 EAST CAPITOL STREET NE,20003,6
-77.031355167628600,38.895010139724500,April 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.958763898043100,38.893739413056200,April 2020,Closed,3334 CLAY STREET NE,20019,7
-77.017778741097600,38.958196243360900,April 2020,Closed,340 MADISON STREET NW,20011,4
-76.98099743279170,38.888913864123700,April 2020,Closed,33 17TH STREET SE,20003,6
-77.042148422145300,38.920448031942600,April 2020,Closed,1800 BELMONT ROAD NW,20009,1
-77.026777259280800,38.91395314353850,April 2020,Closed,1749 11TH STREET NW,20001,6
-76.925299109219400,38.901981767534200,April 2020,Closed,5200 JAY STREET NE,20019,7
-77.024321073850800,38.94278289670530,April 2020,Closed,828 VARNUM STREET NW,20011,4
-77.030005133855600,38.937068875957000,April 2020,Closed,3708 13TH STREET NW,20010,4
-76.980433229796300,38.902731885589200,April 2020,Closed,1628 K STREET NE,20002,5
-77.045085333044600,38.913624654485500,April 2020,Closed,1724 20TH STREET NW,20009,2
-76.983772194894500,38.853895097815800,April 2020,Closed,3026 STANTON ROAD SE,20020,8
-76.996025972152100,38.941521406619100,April 2020,Closed,4351 VARNUM PLACE NE,20017,5
-77.024589165978500,38.915742319792200,April 2020,Closed,913 T STREET NW,20001,1
-76.996932617481600,38.879783298955000,April 2020,Closed,643 1/2 I STREET SE,20003,6
-76.991295914098300,38.927781596746500,April 2020,Closed,1022 HAMLIN STREET NE,20017,5
-77.024220439764800,38.915821399905500,April 2020,Closed,1904 9TH STREET NW,20001,1
-76.992882214892300,38.89215811784960,April 2020,Closed,928 CONSTITUTION AVENUE NE,20002,6
-77.006160202717200,38.833487696834800,April 2020,Closed,3831 1ST STREET SE,20032,8
-77.005887778699200,38.833051043802200,April 2020,Closed,MISSISSIPPI AVENUE SE AND 1ST STREET SE,20032,8
-77.006160202717200,38.833487696834800,April 2020,Closed,3831 1ST STREET SE,20032,8
-77.03171714111740,38.93367040229020,April 2020,Closed,1354 OAK STREET NW,20010,1
