X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.984362082582621,38.866928203106099,88,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-16T11:02:23.000Z,2020-02-21T10:08:55.000Z,2020-03-06T11:02:23.000Z,2020-02-16T11:02:23.000Z,1,2020-02-21T10:08:54.000Z,,Closed,,20-00059367,Standard,1408 MINNESOTA AVENUE SE,401357.32,133233.33,38.86692076,-76.98435981,WASHINGTON,DC,20020,64896,8
-77.02732096115966,38.91165264801149,89,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-28T15:54:02.000Z,2020-03-03T08:10:56.000Z,2020-03-19T16:54:02.000Z,2020-02-28T15:54:02.000Z,1,2020-03-02T11:00:00.000Z,,Closed,,20-00074852,Standard,1616 11TH STREET NW,397630.66,138198.33,38.91164519,-77.02731867,WASHINGTON,DC,20001,239072,2
-76.975215166607725,38.899995236928696,90,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T09:45:28.000Z,2020-03-03T11:39:01.000Z,2020-03-18T10:45:28.000Z,2020-02-27T09:45:28.000Z,1,2020-03-03T11:39:01.000Z,,Closed,,20-00072744,Standard,1931 H STREET NE,402150.13,136904.2,38.89998778,-76.97521289,WASHINGTON,DC,20002,53589,5
-77.026796483243572,38.928904707298159,91,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-29T20:04:08.000Z,2020-03-03T08:56:09.000Z,2020-03-19T21:04:08.000Z,2020-02-29T20:04:08.000Z,1,2020-03-03T08:56:00.000Z,,Closed,,20-00075776,Standard,1011 IRVING STREET NW,397676.71,140113.44,38.92889725,-77.02679419,WASHINGTON,DC,20010,231290,1
-76.995139974494521,38.958468102633482,92,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-21T11:13:58.000Z,2020-02-26T15:27:15.000Z,2020-03-12T12:13:57.000Z,2020-02-21T11:13:58.000Z,1,2020-02-26T15:26:00.000Z,,Closed,,20-00065628,Standard,5812 8TH STREET NE,400421.43,143394.91,38.95846064,-76.99513769,WASHINGTON,DC,20011,6388,4
-77.041908481554017,38.908137323690511,93,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-18T14:13:57.000Z,2020-02-26T12:54:09.000Z,2020-03-09T15:13:57.000Z,2020-02-18T14:13:57.000Z,1,2020-02-26T12:54:08.000Z,,Closed,,20-00061579,Standard,1312 18TH STREET NW,396365.31,137808.58,38.90812987,-77.04190618,WASHINGTON,DC,20036,241265,2
-76.968424091311434,38.874835353202258,94,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T21:48:51.000Z,2020-03-04T09:15:53.000Z,2020-03-16T22:48:51.000Z,2020-02-25T21:48:51.000Z,1,2020-02-28T09:14:00.000Z,,Closed,,20-00070764,Standard,2712 MINNESOTA AVENUE SE,402740.18,134111.44,38.8748279,-76.96842182,WASHINGTON,DC,20019,45132,7
-77.025779945105157,38.915741162290296,95,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T11:31:12.000Z,2020-03-03T15:21:32.000Z,2020-03-18T12:31:12.000Z,2020-02-27T11:31:12.000Z,1,2020-03-03T15:21:00.000Z,,Closed,,20-00073030,Standard,1901 VERMONT AVENUE NW,397764.44,138652.15,38.91573371,-77.02577765,WASHINGTON,DC,20001,239483,1
-77.043226707230659,38.923068970682195,96,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-17T12:50:04.000Z,2020-02-24T09:04:07.000Z,2020-03-06T12:50:04.000Z,2020-02-17T12:50:04.000Z,1,2020-02-24T09:03:00.000Z,,Closed,,20-00059893,Standard,1814 ADAMS MILL ROAD NW,396251.76,139466.17,38.92306151,-77.04322441,WASHINGTON,DC,20009,300758,1
-77.046884125665898,38.922821813453012,97,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T09:41:23.000Z,2020-03-03T08:55:48.000Z,2020-03-16T10:41:23.000Z,2020-02-25T09:41:23.000Z,1,2020-03-03T08:55:00.000Z,,Closed,,20-00069509,Standard,1971 BILTMORE STREET NW,395934.59,139438.89,38.92281436,-77.04688183,WASHINGTON,DC,20009,235292,1
-76.999765872223662,38.961048619107459,66,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T12:00:31.000Z,2020-03-13T09:25:08.000Z,2020-03-27T12:00:31.000Z,2020-03-09T12:00:31.000Z,1,2020-03-11T11:28:00.000Z,,Closed,,20-00085057,Standard,539 OGLETHORPE STREET NE,400020.49,143681.36,38.96104115,-76.99976359,WASHINGTON,DC,20011,9351,4
-77.01474240531077,38.949910048953498,67,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-02T08:40:43.000Z,,2020-03-20T09:40:43.000Z,2020-03-02T08:40:43.000Z,,,,Open,,20-00076440,Standard,214 EMERSON STREET NW,398722.28,142444.98,38.94990259,-77.01474011,WASHINGTON,DC,20011,244552,4
-77.019163636374259,38.91027428279164,68,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-28T08:26:55.000Z,2020-03-03T15:46:08.000Z,2020-03-19T09:26:55.000Z,2020-02-28T08:26:55.000Z,1,2020-03-16T08:56:09.000Z,,Closed,,20-00074005,Standard,1516 5TH STREET NW,398338.11,138045.14,38.91026649,-77.01916135,WASHINGTON,DC,20001,279216,6
-77.063500094572319,38.91028201991535,69,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-13T17:56:47.000Z,,2020-04-02T17:56:47.000Z,2020-03-13T17:56:47.000Z,,,,Open,,20-00092640,Standard,3142 Q STREET NW,394492.75,138047.74,38.91027457,-77.06349779,WASHINGTON,DC,20007,223897,2
-77.042660336435688,38.917608330450541,70,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T13:40:56.000Z,,2020-04-01T13:40:55.000Z,2020-03-12T13:40:56.000Z,,,,Open,,20-00090472,Standard,1828 CALIFORNIA STREET NW,396300.59,138859.97,38.91760087,-77.04265804,WASHINGTON,DC,20009,235538,1
-77.04125862659636,38.924789821178557,71,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T13:44:18.000Z,,2020-04-01T13:44:18.000Z,2020-03-12T13:44:18.000Z,,,,Open,,20-00090482,Standard,1732 LANIER PLACE NW,396422.51,139657.12,38.92478236,-77.04125633,WASHINGTON,DC,20009,235917,1
-77.043518882237223,38.92299688573361,72,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-17T12:58:30.000Z,2020-02-24T09:04:59.000Z,2020-03-06T12:58:30.000Z,2020-02-17T12:58:30.000Z,1,2020-02-24T09:04:00.000Z,,Closed,,20-00059902,Standard,1814 CALVERT STREET NW,396226.42,139458.18,38.92298943,-77.04351658,WASHINGTON,DC,20009,235333,1
-77.022434164978151,38.907245454874804,73,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T14:14:07.000Z,,2020-03-18T15:14:07.000Z,2020-02-27T14:14:07.000Z,,,,Open,,20-00073363,Standard,700 - 799 BLOCK OF N STREET NW,398054.369999998,137708.980003319,38.9072376660869,-77.0224318740128,WASHINGTON,DC,20001,812631,NULL
-77.028710526558598,38.93675796440214,74,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-15T18:53:30.000Z,2020-02-21T14:42:10.000Z,2020-03-06T18:53:30.000Z,2020-02-15T18:53:30.000Z,1,2020-02-21T13:13:00.000Z,,Closed,,20-00059201,Standard,1044 QUEBEC PLACE NW,397511.02,140985.27,38.9367505,-77.02870823,WASHINGTON,DC,20010,230096,4
-77.044408634791694,38.924768397853548,75,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-17T13:06:27.000Z,2020-02-24T09:05:43.000Z,2020-03-06T13:06:27.000Z,2020-02-17T13:06:27.000Z,1,2020-02-24T09:05:00.000Z,,Closed,,20-00059908,Standard,2727 ADAMS MILL ROAD NW,396149.36,139654.87,38.92476094,-77.04440634,WASHINGTON,DC,20009,236081,1
-77.023367380488196,38.915778153453523,76,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-26T09:02:15.000Z,2020-03-03T14:24:14.000Z,2020-03-17T10:02:15.000Z,2020-02-26T09:02:15.000Z,1,2020-03-03T14:21:00.000Z,,Closed,,20-00071004,Standard,809 T STREET NW,397973.67,138656.2,38.9157707,-77.02336509,WASHINGTON,DC,20001,239839,1
-77.038318480683373,38.931851989402112,77,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-26T09:04:06.000Z,2020-03-04T07:00:50.000Z,2020-03-17T10:04:06.000Z,2020-02-26T09:04:06.000Z,1,2020-03-03T11:25:00.000Z,,Closed,,20-00071011,Standard,3221 MOUNT PLEASANT STREET NW,396677.79,140440.97,38.93184453,-77.03831618,WASHINGTON,DC,20010,284607,1
-77.02942500230975,38.927939374699648,78,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T15:35:19.000Z,2020-03-03T08:54:42.000Z,2020-03-18T16:35:19.000Z,2020-02-27T15:35:19.000Z,1,2020-03-03T08:54:00.000Z,,Closed,,20-00073507,Standard,3007 13TH STREET NW,397448.76,140006.35,38.92793158,-77.02942271,WASHINGTON,DC,20009,231443,1
-77.030432573393426,38.915411509108743,79,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T17:24:59.000Z,2020-02-26T14:18:31.000Z,2020-03-16T18:24:59.000Z,2020-02-25T17:24:59.000Z,1,2020-02-27T00:15:00.000Z,,Closed,,20-00070584,Standard,1314 T STREET NW,397360.93,138615.68,38.91540405,-77.03043028,WASHINGTON,DC,20009,240439,1
-76.99973379759939,38.96072233997198,80,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T18:18:37.000Z,2020-02-26T15:29:11.000Z,2020-03-16T19:18:37.000Z,2020-02-25T18:18:37.000Z,1,2020-02-26T13:46:00.000Z,,Closed,,20-00070657,Standard,524 RIGGS ROAD NE,400023.27,143645.14,38.96071487,-76.99973151,WASHINGTON,DC,20011,11280,4
-77.001196372486646,38.886186494756892,81,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-01T06:50:01.000Z,2020-03-04T08:50:54.000Z,2020-03-19T07:49:59.000Z,2020-03-01T06:50:01.000Z,1,2020-03-04T08:50:00.000Z,,Closed,,20-00075850,Standard,320 C STREET SE,399896.4,135371.03,38.88617904,-77.00119409,WASHINGTON,DC,20003,38985,6
-77.07184590340438,38.918786463304585,82,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-20T16:14:06.000Z,2020-02-25T08:42:40.000Z,2020-03-11T17:14:06.000Z,2020-02-20T16:14:06.000Z,1,2020-02-25T08:42:00.000Z,,Closed,,20-00064838,Standard,2202 HALL PLACE NW,393769.65,138992.34,38.91877901,-77.0718436,WASHINGTON,DC,20007,224625,3
-76.983432675442671,38.880715613949562,83,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-15T14:03:38.000Z,2020-02-24T08:39:00.000Z,2020-03-06T14:03:38.000Z,2020-02-15T14:03:38.000Z,1,2020-02-24T08:38:00.000Z,,Closed,,20-00059047,Standard,706 15TH STREET SE,401437.7,134763.85,38.88070783,-76.9834304,WASHINGTON,DC,20003,312584,6
-77.063148533739366,38.938522669869435,84,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-15T14:07:17.000Z,2020-02-25T08:44:31.000Z,2020-03-06T14:07:17.000Z,2020-02-15T14:07:17.000Z,1,2020-02-25T08:44:00.000Z,,Closed,,20-00059050,Standard,3104 RODMAN STREET NW,394525.41,141182.67,38.93851521,-77.06314623,WASHINGTON,DC,20008,220732,3
-77.075454084445667,38.964178152879825,85,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-23T07:13:33.000Z,2020-02-24T15:31:30.000Z,2020-03-12T08:13:33.000Z,2020-02-23T07:13:33.000Z,1,2020-02-24T15:31:00.000Z,,Closed,,20-00067263,Standard,5532 CONNECTICUT AVENUE NW,393460.91,144031.47,38.96417069,-77.07545177,WASHINGTON,DC,20015,263826,3
-77.018313012497842,38.95805914522461,257,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T17:50:36.000Z,2020-02-26T14:57:50.000Z,2020-03-16T18:50:36.000Z,2020-02-25T17:50:36.000Z,1,2020-02-26T10:44:00.000Z,,Closed,,20-00070627,Standard,403 MISSOURI AVENUE NW,398412.95,143349.66,38.95805168,-77.01831072,WASHINGTON,DC,20011,248806,4
-76.954806538091887,38.894771452436913,258,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T20:33:10.000Z,2020-03-04T08:55:55.000Z,2020-03-18T21:33:10.000Z,2020-02-27T20:33:10.000Z,1,2020-03-04T08:55:00.000Z,,Closed,,20-00073819,Standard,36TH STREET NE AND DIX STREET NE,403920.740001585,136324.99699855,38.894763663646,-76.9548042689501,WASHINGTON,DC,20019,901307,7
-76.955176519388431,38.895763173195036,259,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T20:34:44.000Z,2020-03-09T09:24:46.000Z,2020-03-18T21:34:44.000Z,2020-02-27T20:34:44.000Z,1,2020-02-28T09:23:00.000Z,,Closed,,20-00073820,Standard,3451 BENNING ROAD NE,403888.59,136435.07,38.89575572,-76.95517425,WASHINGTON,DC,20019,287928,7
-77.019065505365333,38.9490452597434,260,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-06T14:42:02.000Z,2020-03-11T08:32:18.000Z,2020-03-26T15:42:02.000Z,2020-03-06T14:42:02.000Z,1,2020-03-10T08:27:00.000Z,,Closed,,20-00083042,Standard,450 DELAFIELD PLACE NW,398347.52,142349.05,38.9490378,-77.01906321,WASHINGTON,DC,20011,248319,4
-77.073868758086277,38.936308001512998,261,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-25T07:06:50.000Z,2020-03-02T08:07:53.000Z,2020-03-16T08:06:50.000Z,2020-02-25T07:06:50.000Z,1,2020-03-02T08:07:00.000Z,,Closed,,20-00069269,Standard,3401 38TH STREET NW,393595.8,140937.52,38.93630054,-77.07386645,WASHINGTON,DC,20016,223167,3
-77.035205875434798,38.935150638835744,262,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T11:36:09.000Z,,2020-04-01T11:36:09.000Z,2020-03-12T11:36:09.000Z,,,,Open,,20-00090134,Standard,3536 CENTER STREET NW,396947.81,140807.04,38.93514284,-77.03520358,WASHINGTON,DC,20010,234680,1
-77.004079405166848,38.917169684229798,263,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T10:08:16.000Z,2020-03-10T12:00:17.000Z,2020-03-27T10:08:16.000Z,2020-03-09T10:08:16.000Z,1,2020-03-10T12:00:17.000Z,,Closed,,20-00084845,Standard,168 U STREET NE,399646.42,138810.42,38.91716223,-77.00407712,WASHINGTON,DC,20002,58060,5
-76.98410247830607,38.920190698781191,264,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-02T09:11:59.000Z,2020-03-05T15:08:06.000Z,2020-03-20T10:11:59.000Z,2020-03-02T09:11:59.000Z,1,2020-03-05T15:07:00.000Z,,Closed,,20-00076500,Standard,1348 ADAMS STREET NE,401378.82,139145.89,38.92018291,-76.9841002,WASHINGTON,DC,20018,66428,5
-77.008063775120178,38.916801576832938,265,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-08T13:10:21.000Z,2020-03-10T11:39:05.000Z,2020-03-26T13:10:21.000Z,2020-03-08T13:10:21.000Z,1,2020-03-10T11:39:04.000Z,,Closed,,20-00084147,Standard,23 U STREET NE,399300.88,138769.58,38.91679412,-77.00806149,WASHINGTON,DC,20002,49129,5
-76.981017292031126,38.884454087811108,266,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-13T08:02:44.000Z,,2020-04-02T08:02:44.000Z,2020-03-13T08:02:44.000Z,,,,Open,,20-00091344,Standard,337 17TH STREET SE,401647.19,135178.89,38.88444664,-76.98101502,WASHINGTON,DC,20003,35520,6
-76.999922213068871,38.961046277166467,267,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T08:36:53.000Z,,2020-04-01T08:36:53.000Z,2020-03-12T08:36:53.000Z,,,,Open,,20-00089607,Standard,533 OGLETHORPE STREET NE,400006.94,143681.1,38.96103881,-76.99991993,WASHINGTON,DC,20011,9915,4
-77.019924498322325,38.929695028970301,268,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T13:17:23.000Z,,2020-04-01T13:17:22.000Z,2020-03-12T13:17:23.000Z,,,,Open,,20-00090406,Standard,3112 WARDER STREET NW,398272.59,140201.02,38.92968757,-77.01992221,WASHINGTON,DC,20010,229277,1
-77.010229767678069,38.915376829303483,269,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T13:19:00.000Z,,2020-04-01T13:19:00.000Z,2020-03-12T13:19:00.000Z,,,,Open,,20-00090410,Standard,32 T STREET NW,399113.02,138611.44,38.91536937,-77.01022748,WASHINGTON,DC,20001,227315,5
-77.0220511738612,38.936005145596006,270,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-24T09:17:30.000Z,2020-02-27T07:16:52.000Z,2020-03-13T10:17:30.000Z,2020-02-24T09:17:30.000Z,1,2020-02-25T10:16:00.000Z,,Closed,,20-00067906,Standard,728 QUEBEC PLACE NW,398088.36,140901.54,38.93599769,-77.02204888,WASHINGTON,DC,20010,228400,1
-77.053345209611024,38.928215386456507,271,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T17:07:06.000Z,2020-03-12T20:47:57.000Z,2020-04-01T17:07:06.000Z,2020-03-12T17:07:06.000Z,1,2020-03-12T20:47:57.000Z,,Closed,,20-00090914,Standard,2331 CATHEDRAL AVENUE NW,395374.66,140037.93,38.92820793,-77.05334291,WASHINGTON,DC,20008,219215,3
-76.954805397440126,38.895297991330203,272,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-27T20:31:06.000Z,2020-03-04T08:57:26.000Z,2020-03-18T21:31:05.000Z,2020-02-27T20:31:06.000Z,1,2020-03-04T08:56:00.000Z,,Closed,,20-00073818,Standard,36TH STREET NE AND EADS STREET NE,403920.810017591,136383.447014604,38.895290202433,-76.9548031282666,WASHINGTON,DC,20019,900201,7
-77.027398060275203,38.909455134639344,273,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-07T12:05:56.000Z,2020-03-11T08:45:15.000Z,2020-03-26T13:05:56.000Z,2020-03-07T12:05:56.000Z,1,2020-03-10T10:10:00.000Z,,Closed,,20-00083617,Standard,1426 11TH STREET NW,397623.9,137954.39,38.90944768,-77.02739577,WASHINGTON,DC,20001,225526,2
-77.041103463318379,38.914691178929608,274,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T09:14:48.000Z,2020-03-13T11:20:17.000Z,2020-03-27T09:14:48.000Z,2020-03-09T09:14:48.000Z,1,2020-03-13T11:20:16.000Z,,Closed,,20-00084713,Standard,1756 SWANN STREET NW,396435.46,138536.08,38.91468372,-77.04110117,WASHINGTON,DC,20009,241542,2
-76.988709755908303,38.844435107266669,275,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T09:15:42.000Z,,2020-03-27T09:15:42.000Z,2020-03-09T09:15:42.000Z,,,,Open,,20-00084718,Standard,1249 ALABAMA AVENUE SE,400980.32,130736.38,38.84442766,-76.98870748,WASHINGTON,DC,20032,69751,8
-77.012396323367071,38.9143728206164,276,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-08T08:33:30.000Z,2020-03-09T12:20:08.000Z,2020-03-26T08:33:30.000Z,2020-03-08T08:33:30.000Z,1,2020-03-09T12:20:07.000Z,,Closed,,20-00084030,Standard,1806 1ST STREET NW,398925.11,138500.01,38.91436536,-77.01239404,WASHINGTON,DC,20001,227187,5
-76.958763898043088,38.893739413056167,277,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-03T07:16:18.000Z,2020-03-10T09:01:59.000Z,2020-03-23T08:16:18.000Z,2020-03-03T07:16:18.000Z,1,2020-03-10T09:01:00.000Z,,Closed,,20-00077882,Standard,3334 CLAY STREET NE,403577.49,136210.27,38.89373196,-76.95876163,WASHINGTON,DC,20019,36117,7
-77.006154619752664,38.84086904601066,278,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-03T08:22:54.000Z,2020-03-05T11:50:15.000Z,2020-03-23T09:22:54.000Z,2020-03-03T08:22:54.000Z,1,2020-03-05T11:50:14.000Z,,Closed,,20-00077973,Standard,131 RALEIGH STREET SE,399465.88,130340.48,38.8408616,-77.00615234,WASHINGTON,DC,20032,68495,8
-76.954564417214257,38.895206489801673,279,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-06T10:19:08.000Z,2020-03-09T09:21:39.000Z,2020-03-26T11:19:08.000Z,2020-03-06T10:19:08.000Z,1,2020-03-09T09:20:00.000Z,,Closed,,20-00082547,Standard,417 36TH STREET NE,403941.72,136373.3,38.89519904,-76.95456215,WASHINGTON,DC,20019,25933,7
-77.016418378502095,38.949842083323908,280,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-02-19T09:48:50.000Z,2020-02-24T09:08:42.000Z,2020-03-10T10:48:50.000Z,2020-02-19T09:48:50.000Z,1,2020-02-21T11:05:00.000Z,,Closed,,20-00062545,Standard,314 EMERSON STREET NW,398577,142437.46,38.94983462,-77.01641609,WASHINGTON,DC,20011,243858,4
