X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.995174823122298,38.958395407407146,214,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-27T14:51:40.000Z,,2020-04-17T14:51:40.000Z,2020-03-27T14:51:40.000Z,,,,Open,,20-00110641,Standard,5808 8TH STREET NE,400418.41,143386.84,38.95838794,-76.99517254,WASHINGTON,DC,20011,6335,4
-76.980142371594397,38.9064259819529,215,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-25T12:25:50.000Z,2020-03-27T08:50:19.000Z,2020-04-14T12:25:50.000Z,2020-03-25T12:25:50.000Z,1,2020-03-27T08:48:00.000Z,,Closed,,20-00107305,Standard,1239 16TH STREET NE,401722.57,137617.96,38.90641853,-76.98014009,WASHINGTON,DC,20002,70033,5
-77.020937104763846,38.929334159135877,216,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T22:52:26.000Z,2020-03-31T09:35:35.000Z,2020-04-20T22:52:25.000Z,2020-03-30T22:52:26.000Z,1,2020-03-31T09:35:34.000Z,,Closed,,20-00114013,Standard,539 IRVING STREET NW,398184.78,140160.98,38.9293267,-77.02093481,WASHINGTON,DC,20010,229282,1
-77.042885419128325,38.93351793053202,217,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-19T16:31:52.000Z,,2020-04-08T16:31:51.000Z,2020-03-19T16:31:52.000Z,,,,Open,,20-00100702,Standard,1849 MONROE STREET NW,396281.9,140626.08,38.93351047,-77.04288312,WASHINGTON,DC,20010,233794,1
-77.02649062574767,38.943478225344215,218,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-25T18:31:49.000Z,,2020-04-14T18:31:49.000Z,2020-03-25T18:31:49.000Z,,,,Open,,20-00108003,Standard,4317 IOWA AVENUE NW,397703.7,141731.22,38.94347076,-77.02648833,WASHINGTON,DC,20011,252613,4
-77.020577189278399,38.87947875399697,219,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T11:09:51.000Z,,2020-04-20T11:09:51.000Z,2020-03-30T11:09:51.000Z,,,,Open,,20-00112818,Standard,619 I STREET SW,398214.74,134626.62,38.87947097,-77.0205749,WASHINGTON,DC,20024,3805,6
-77.033147799670388,38.913880253903486,220,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T11:11:58.000Z,,2020-04-20T11:11:58.000Z,2020-03-30T11:11:58.000Z,,,,Open,,20-00112820,Standard,1414 S STREET NW,397125.39,138445.78,38.9138728,-77.03314551,WASHINGTON,DC,20009,240109,2
-77.017832676410919,38.945504118846664,221,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-25T12:45:57.000Z,,2020-04-14T12:45:57.000Z,2020-03-25T12:45:57.000Z,,,,Open,,20-00107345,Standard,4500 NEW HAMPSHIRE AVENUE NW,398454.31,141955.93,38.94549666,-77.01783038,WASHINGTON,DC,20011,248194,4
-77.0220511738612,38.936005145596006,222,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-24T11:37:22.000Z,,2020-04-13T11:37:22.000Z,2020-03-24T11:37:22.000Z,,,,Open,,20-00105591,Standard,728 QUEBEC PLACE NW,398088.36,140901.54,38.93599769,-77.02204888,WASHINGTON,DC,20010,228400,1
-76.999859099837224,38.96104276388845,223,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-24T11:38:19.000Z,2020-03-27T08:20:21.000Z,2020-04-13T11:38:19.000Z,2020-03-24T11:38:19.000Z,1,2020-03-27T09:24:00.000Z,,Closed,,20-00105597,Standard,535 OGLETHORPE STREET NE,400012.41,143680.71,38.9610353,-76.99985681,WASHINGTON,DC,20011,9774,4
-77.00133038776562,38.915349253755892,224,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T12:01:23.000Z,,2020-04-21T12:01:23.000Z,2020-03-31T12:01:23.000Z,,,,Open,,20-00114887,Standard,311 T STREET NE,399884.82,138608.33,38.9153418,-77.0013281,WASHINGTON,DC,20002,40325,5
-77.001675377265968,38.914994951477418,225,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-23T11:11:01.000Z,2020-03-25T07:25:14.000Z,2020-04-10T11:11:01.000Z,2020-03-23T11:11:01.000Z,1,2020-03-25T07:23:00.000Z,,Closed,,20-00103880,Standard,306 SEATON PLACE NE,399854.9,138569,38.91498749,-77.00167309,WASHINGTON,DC,20002,41003,5
-77.024386377391053,38.912816184089884,226,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-23T11:13:18.000Z,2020-03-23T12:51:48.000Z,2020-04-10T11:13:18.000Z,2020-03-23T11:13:18.000Z,1,2020-03-23T12:51:48.000Z,,Closed,,20-00103890,Standard,907 R STREET NW,397885.21,138327.42,38.91280873,-77.02438409,WASHINGTON,DC,20001,239617,6
-77.053345209611024,38.928215386456507,323,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-12T17:07:06.000Z,2020-03-12T20:47:57.000Z,2020-04-01T17:07:06.000Z,2020-03-12T17:07:06.000Z,1,2020-03-12T20:47:57.000Z,,Closed,,20-00090914,Standard,2331 CATHEDRAL AVENUE NW,395374.66,140037.93,38.92820793,-77.05334291,WASHINGTON,DC,20008,219215,3
-77.041103463318379,38.914691178929608,324,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T09:14:48.000Z,2020-03-13T11:20:17.000Z,2020-03-27T09:14:48.000Z,2020-03-09T09:14:48.000Z,1,2020-03-13T11:20:16.000Z,,Closed,,20-00084713,Standard,1756 SWANN STREET NW,396435.46,138536.08,38.91468372,-77.04110117,WASHINGTON,DC,20009,241542,2
-77.027398060275203,38.909455134639344,325,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-07T12:05:56.000Z,2020-03-11T08:45:15.000Z,2020-03-26T13:05:56.000Z,2020-03-07T12:05:56.000Z,1,2020-03-10T10:10:00.000Z,,Closed,,20-00083617,Standard,1426 11TH STREET NW,397623.9,137954.39,38.90944768,-77.02739577,WASHINGTON,DC,20001,225526,2
-76.988709755908303,38.844435107266669,326,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-09T09:15:42.000Z,2020-03-16T12:03:07.000Z,2020-03-27T09:15:42.000Z,2020-03-09T09:15:42.000Z,1,2020-03-16T12:03:06.000Z,,Closed,,20-00084718,Standard,1249 ALABAMA AVENUE SE,400980.32,130736.38,38.84442766,-76.98870748,WASHINGTON,DC,20032,69751,8
-76.958763898043088,38.893739413056167,327,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-03T07:16:18.000Z,2020-03-10T09:01:59.000Z,2020-03-23T08:16:18.000Z,2020-03-03T07:16:18.000Z,1,2020-03-20T15:57:13.000Z,,Closed,,20-00077882,Standard,3334 CLAY STREET NE,403577.49,136210.27,38.89373196,-76.95876163,WASHINGTON,DC,20019,36117,7
-77.006154619752664,38.84086904601066,328,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-03T08:22:54.000Z,2020-03-05T11:50:15.000Z,2020-03-23T09:22:54.000Z,2020-03-03T08:22:54.000Z,1,2020-03-05T11:50:14.000Z,,Closed,,20-00077973,Standard,131 RALEIGH STREET SE,399465.88,130340.48,38.8408616,-77.00615234,WASHINGTON,DC,20032,68495,8
-77.012396323367071,38.9143728206164,329,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-08T08:33:30.000Z,2020-03-09T12:20:08.000Z,2020-03-26T08:33:30.000Z,2020-03-08T08:33:30.000Z,1,2020-03-09T12:20:07.000Z,,Closed,,20-00084030,Standard,1806 1ST STREET NW,398925.11,138500.01,38.91436536,-77.01239404,WASHINGTON,DC,20001,227187,5
-76.930101259286914,38.882977518595887,330,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-04-01T20:19:11.000Z,,2020-04-22T20:19:11.000Z,2020-04-01T20:19:11.000Z,,,,Open,,20-00117303,Standard,5023 QUEEN'S STROLL PLACE SE,406064.93,135017.13,38.88296973,-76.930099,WASHINGTON,DC,20019,305264,7
-77.038054228339561,38.928566834776241,331,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T08:26:26.000Z,,2020-04-20T08:26:26.000Z,2020-03-30T08:26:26.000Z,,,,Open,,20-00112378,Standard,1640 IRVING STREET NW,396700.55,140076.28,38.92855938,-77.03805193,WASHINGTON,DC,20010,236300,1
-77.016706695288192,38.946998939505029,332,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T14:51:19.000Z,2020-04-01T08:47:53.000Z,2020-04-21T14:51:19.000Z,2020-03-31T14:51:19.000Z,1,2020-04-01T08:47:53.000Z,,Closed,,20-00115347,Standard,4618 NEW HAMPSHIRE AVENUE NW,398551.95,142121.85,38.94699148,-77.0167044,WASHINGTON,DC,20011,243943,4
-76.979537257847724,38.869656645346836,333,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T14:58:25.000Z,2020-04-01T08:58:04.000Z,2020-04-21T14:58:25.000Z,2020-03-31T14:58:25.000Z,1,2020-04-01T08:58:04.000Z,,Closed,,20-00115357,Standard,1728 R STREET SE,401775.97,133536.29,38.8696492,-76.97953498,WASHINGTON,DC,20020,56979,8
-77.015678320136189,38.942989944706142,334,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-25T10:33:04.000Z,,2020-04-14T10:33:04.000Z,2020-03-25T10:33:04.000Z,,,,Open,,20-00107031,Standard,4228 3RD STREET NW,398641.02,141676.8,38.94298248,-77.01567603,WASHINGTON,DC,20011,244125,4
-76.983870944968317,38.896652848087825,335,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-29T17:23:29.000Z,2020-04-01T09:13:02.000Z,2020-04-17T17:23:29.000Z,2020-03-29T17:23:29.000Z,1,2020-04-01T09:13:02.000Z,,Closed,,20-00112125,Standard,516 15TH STREET NE,401399.36,136533,38.89664539,-76.98386867,WASHINGTON,DC,20002,12230,6
-77.02732096115966,38.91165264801149,336,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-29T11:59:32.000Z,2020-03-31T07:34:26.000Z,2020-04-17T11:59:32.000Z,2020-03-29T11:59:32.000Z,1,2020-03-31T07:34:25.000Z,,Closed,,20-00111987,Standard,1616 11TH STREET NW,397630.66,138198.33,38.91164519,-77.02731867,WASHINGTON,DC,20001,239072,2
-77.023302597063235,38.952183155195115,337,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-27T14:19:07.000Z,2020-03-30T10:23:41.000Z,2020-04-17T14:19:07.000Z,2020-03-27T14:19:07.000Z,1,2020-03-30T10:23:41.000Z,,Closed,,20-00110575,Standard,731 GALLATIN STREET NW,397980.32,142697.47,38.95217569,-77.0233003,WASHINGTON,DC,20011,250136,4
-76.955393492888817,38.887056751776186,338,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-16T04:48:45.000Z,2020-03-16T10:29:45.000Z,2020-04-03T04:48:45.000Z,2020-03-16T04:48:45.000Z,1,2020-03-16T10:29:44.000Z,,Closed,,20-00093843,Standard,3532 MINNESOTA AVENUE SE,403870.24,135468.58,38.8870493,-76.95539122,WASHINGTON,DC,20019,33462,7
-77.072207696019532,38.920096231824061,339,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-04-01T06:35:17.000Z,,2020-04-22T06:35:17.000Z,2020-04-01T06:35:17.000Z,,,,Open,,20-00115806,Standard,2254 HALL PLACE NW,393738.39,139137.76,38.92008878,-77.07220539,WASHINGTON,DC,20007,284328,3
-77.011342805279554,38.902209587453648,340,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-04-01T15:26:45.000Z,,2020-04-22T15:26:45.000Z,2020-04-01T15:26:45.000Z,,,,Open,,20-00116992,Standard,64 K STREET NW,399016.31,137149.78,38.90220213,-77.01134052,WASHINGTON,DC,20001,279872,6
-77.019595313316003,38.932091655250119,341,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-28T12:36:11.000Z,,2020-04-17T12:36:11.000Z,2020-03-28T12:36:11.000Z,,,,Open,,20-00111422,Standard,455 LURAY PLACE NW,398301.19,140467.06,38.9320842,-77.01959302,WASHINGTON,DC,20010,229056,1
-76.983943741189066,38.902035444186652,342,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-17T15:29:33.000Z,2020-03-27T08:47:50.000Z,2020-04-06T15:29:33.000Z,2020-03-17T15:29:33.000Z,1,2020-03-27T08:46:00.000Z,,Closed,,20-00097009,Standard,1219 HOLBROOK STREET NE,401392.94,137130.51,38.90202799,-76.98394146,WASHINGTON,DC,20002,71235,5
-76.985949506107872,38.890749480935298,343,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-23T15:22:08.000Z,2020-03-26T07:49:20.000Z,2020-04-10T15:22:08.000Z,2020-03-23T15:22:08.000Z,1,2020-03-26T07:49:20.000Z,,Closed,,20-00104525,Standard,1375 A STREET NE,401219.15,135877.65,38.89074203,-76.98594723,WASHINGTON,DC,20002,65417,6
-77.016246977758755,38.942373609987627,344,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-18T13:54:09.000Z,2020-03-20T08:52:23.000Z,2020-04-07T13:54:09.000Z,2020-03-18T13:54:09.000Z,1,2020-03-19T11:23:00.000Z,,Closed,,20-00098468,Standard,321 UPSHUR STREET NW,398591.71,141608.39,38.94236615,-77.01624469,WASHINGTON,DC,20011,244117,4
-77.017396201668433,38.942320926260159,345,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-19T17:44:23.000Z,2020-03-23T08:21:35.000Z,2020-04-08T17:44:23.000Z,2020-03-19T17:44:23.000Z,1,2020-03-20T09:45:00.000Z,,Closed,,20-00100789,Standard,403 UPSHUR STREET NW,398492.08,141602.56,38.94231346,-77.01739391,WASHINGTON,DC,20011,248084,4
-76.976428748711996,38.895780924978027,346,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T13:01:38.000Z,2020-03-31T12:02:34.000Z,2020-04-20T13:01:37.000Z,2020-03-30T13:01:38.000Z,1,2020-03-31T12:02:34.000Z,,Closed,,20-00113131,Standard,438 20TH STREET NE,402044.98,136436.35,38.89577347,-76.97642647,WASHINGTON,DC,20002,22604,7
-76.991770032354736,38.900713380130199,347,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-25T08:04:44.000Z,2020-03-26T11:00:16.000Z,2020-04-14T08:04:44.000Z,2020-03-25T08:04:44.000Z,1,2020-03-26T11:00:15.000Z,,Closed,,20-00106763,Standard,812 11TH STREET NE,400714.09,136983.66,38.90070593,-76.99176775,WASHINGTON,DC,20002,80125,6
-77.033386117917573,38.936259644331692,348,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T18:03:25.000Z,,2020-04-21T18:03:25.000Z,2020-03-31T18:03:25.000Z,,,,Open,,20-00115632,Standard,1408 PERRY PLACE NW,397105.63,140930.09,38.93625218,-77.03338382,WASHINGTON,DC,20010,234736,1
-77.033383512481166,38.936607185301092,349,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T18:08:04.000Z,,2020-04-21T18:08:03.000Z,2020-03-31T18:08:04.000Z,,,,Open,,20-00115637,Standard,1407 PERRY PLACE NW,397105.87,140968.67,38.93659973,-77.03338122,WASHINGTON,DC,20010,234813,1
-77.023587580517059,38.966562352797766,350,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-30T16:41:08.000Z,2020-03-31T10:18:26.000Z,2020-04-20T16:41:08.000Z,2020-03-30T16:41:08.000Z,1,2020-03-31T10:18:25.000Z,,Closed,,20-00113705,Standard,728 SOMERSET PLACE NW,397956.03,144293.7,38.96655489,-77.02358529,WASHINGTON,DC,20011,250631,4
-77.030230296003836,38.916158803005175,351,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-27T12:21:00.000Z,,2020-04-17T12:21:00.000Z,2020-03-27T12:21:00.000Z,,,,Open,,20-00110320,Standard,1314 WALLACH PLACE NW,397378.5,138698.63,38.91615135,-77.030228,WASHINGTON,DC,20009,240424,1
-76.993325997088618,38.903299688585989,352,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-27T12:27:49.000Z,,2020-04-17T12:27:49.000Z,2020-03-27T12:27:49.000Z,,,,Open,,20-00110343,Standard,906 KENT PLACE NE,400579.1,137270.75,38.90329223,-76.99332372,WASHINGTON,DC,20002,81900,6
-76.999715399303938,38.886733399427847,353,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-18T13:46:53.000Z,2020-03-19T14:19:32.000Z,2020-04-07T13:46:53.000Z,2020-03-18T13:46:53.000Z,1,2020-03-19T14:19:00.000Z,,Closed,,20-00098446,Standard,420 SEWARD SQUARE SE,400024.89,135431.74,38.88672595,-76.99971312,WASHINGTON,DC,20003,280008,6
-76.985268554793393,38.891084238350217,354,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-26T14:22:46.000Z,2020-03-27T08:32:33.000Z,2020-04-15T14:22:46.000Z,2020-03-26T14:22:46.000Z,1,2020-03-27T08:32:32.000Z,,Closed,,20-00109116,Standard,101 14TH STREET NE,401278.22,135914.82,38.89107679,-76.98526628,WASHINGTON,DC,20002,75941,6
-77.015444093443008,38.902768085711983,355,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-31T13:12:10.000Z,2020-04-01T12:42:51.000Z,2020-04-21T13:12:10.000Z,2020-03-31T13:12:10.000Z,1,2020-04-01T12:42:51.000Z,,Closed,,20-00115080,Standard,307 K STREET NW,398660.57,137211.83,38.9027603,-77.0154418,WASHINGTON,DC,20001,312744,6
-77.008063775120178,38.916801576832938,356,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020-03-27T16:15:59.000Z,2020-04-01T11:28:17.000Z,2020-04-17T16:15:59.000Z,2020-03-27T16:15:59.000Z,1,2020-04-01T11:28:17.000Z,,Closed,,20-00110815,Standard,23 U STREET NE,399300.88,138769.58,38.91679412,-77.00806149,WASHINGTON,DC,20002,49129,5
