X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.9977736919376,38.9505078459503,358,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 09:32:31+00,2020/06/04 07:18:42+00,2020/06/22 09:32:31+00,2020/06/02 09:32:31+00,1,2020/06/04 07:18:00+00,,Closed,,20-00190501,Standard,603 FARADAY PLACE NE,400193.18,142511.24,38.95050038,-76.99777141,WASHINGTON,DC,20017,5506,5
-77.0313551676286,38.8950101397245,359,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 12:33:32+00,2020/06/09 18:11:32+00,2020/06/25 12:33:32+00,2020/06/05 12:33:32+00,1,2020/06/08 11:22:00+00,,Closed,,20-00196260,Standard,1350 PENNSYLVANIA AVENUE NW,397280.14,136350.99,38.89500269,-77.03135287,WASHINGTON,DC,20004,293203,2
-76.9875622266381,38.8959258737742,360,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 08:58:44+00,2020/06/03 15:00:38+00,2020/06/22 08:58:44+00,2020/06/02 08:58:44+00,1,2020/06/03 14:54:00+00,,Closed,,20-00190410,Standard,1319 E STREET NE,401079.16,136452.25,38.89591842,-76.98755995,WASHINGTON,DC,20002,67876,6
-77.0781140831486,38.957870714178,361,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 14:19:22+00,2020/06/09 18:06:00+00,2020/06/25 14:19:21+00,2020/06/05 14:19:22+00,1,2020/06/11 11:35:57+00,,Closed,,20-00196494,Standard,3907 HUNTINGTON STREET NW,393229.78,143331.48,38.95786325,-77.07811177,WASHINGTON,DC,20015,265015,3
-77.0211969011181,38.8814824697614,362,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 11:33:14+00,2020/06/03 12:52:01+00,2020/06/19 11:33:14+00,2020/06/01 11:33:14+00,1,2020/06/04 00:47:00+00,,Closed,,20-00189224,Standard,629 G STREET SW,398161.02,134849.06,38.88147502,-77.02119461,WASHINGTON,DC,20024,2879,6
-76.9832075011077,38.8644435221607,363,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/03 10:50:15+00,2020/06/11 08:53:39+00,2020/06/23 10:50:15+00,2020/06/03 10:50:15+00,1,2020/06/10 10:52:00+00,,Closed,,20-00192645,Standard,1513 V STREET SE,401457.57,132957.53,38.86443607,-76.98320522,WASHINGTON,DC,20020,62062,8
-77.0304366971711,38.916158118838,364,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/04 19:20:25+00,2020/06/08 12:31:24+00,2020/06/24 19:20:25+00,2020/06/04 19:20:25+00,1,2020/06/09 00:31:00+00,,Closed,,20-00195431,Standard,1320 WALLACH PLACE NW,397360.6,138698.56,38.91615066,-77.0304344,WASHINGTON,DC,20009,240427,1
-77.074329786826,38.9273582229831,365,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 19:41:51+00,2020/06/09 18:04:35+00,2020/06/25 19:41:51+00,2020/06/05 19:41:51+00,1,2020/06/11 11:36:28+00,,Closed,,20-00196939,Standard,3716 GARFIELD STREET NW,393555.02,139944.05,38.92735077,-77.07432748,WASHINGTON,DC,20007,262620,3
-77.005710196643,38.967135895674,366,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/03 11:12:47+00,2020/06/10 08:55:33+00,2020/06/23 11:12:47+00,2020/06/03 11:12:47+00,1,2020/06/09 13:18:00+00,,Closed,,20-00192713,Standard,129 TUCKERMAN STREET NE,399505.34,144357.12,38.96712843,-77.00570791,WASHINGTON,DC,20011,68875,4
-77.0275384745144,38.9022426553112,367,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 14:21:21+00,2020/06/09 18:08:06+00,2020/06/25 14:21:20+00,2020/06/05 14:21:21+00,1,2020/06/08 10:38:00+00,,Closed,,20-00196502,Standard,1108 K STREET NW,397611.48,137153.75,38.9022352,-77.02753618,WASHINGTON,DC,20005,243017,2
-77.0291103775007,38.9620884213966,368,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/18 22:02:14+00,1970/01/01 00:00:00+00,2020/07/09 22:02:14+00,2020/06/18 22:02:14+00,,1970/01/01 00:00:00+00,,Open,,20-00213017,Standard,1231 ROCK CREEK FORD ROAD NW,397477.25,143797.19,38.96208096,-77.02910808,WASHINGTON,DC,20011,253174,4
-76.972659578328,38.8973350377921,369,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/03 15:26:12+00,2020/06/10 12:57:31+00,2020/06/23 15:26:12+00,2020/06/03 15:26:12+00,1,2020/06/09 13:40:00+00,,Closed,,20-00193373,Standard,548 24TH STREET NE,402371.9,136608.96,38.89732758,-76.9726573,WASHINGTON,DC,20002,8424,7
-77.0192098065165,38.9639681476085,370,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/19 01:14:43+00,1970/01/01 00:00:00+00,2020/07/10 01:14:43+00,2020/06/19 01:14:43+00,,1970/01/01 00:00:00+00,,Open,,20-00213063,Standard,423 QUACKENBOS STREET NW,398335.36,144005.63,38.96396068,-77.01920751,WASHINGTON,DC,20011,249025,4
-77.020486523907,38.9486383856461,371,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 16:29:43+00,2020/06/03 16:34:10+00,2020/06/19 16:29:43+00,2020/06/01 16:29:43+00,1,2020/06/04 00:33:00+00,,Closed,,20-00189941,Standard,523 DECATUR STREET NW,398224.33,142303.91,38.94863092,-77.02048423,WASHINGTON,DC,20011,247240,4
-77.0262109429628,38.964310002095,372,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/24 21:31:03+00,2020/06/04 10:46:56+00,2020/06/12 21:31:03+00,2020/05/24 21:31:03+00,1,2020/06/04 10:46:00+00,,Closed,,20-00180203,Standard,6106 9TH STREET NW,397728.61,144043.73,38.96430254,-77.02620865,WASHINGTON,DC,20011,254262,4
-77.0013303877656,38.9153492537559,373,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/20 17:23:03+00,1970/01/01 00:00:00+00,2020/07/10 17:23:03+00,2020/06/20 17:23:03+00,,1970/01/01 00:00:00+00,,Open,,20-00214901,Standard,311 T STREET NE,399884.82,138608.33,38.9153418,-77.0013281,WASHINGTON,DC,20002,40325,5
-76.9810002053708,38.8893232953494,374,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 08:21:34+00,2020/06/10 11:37:36+00,2020/06/25 08:21:33+00,2020/06/05 08:21:34+00,1,2020/06/10 11:37:35+00,,Closed,,20-00195672,Standard,15 17TH STREET SE,401648.56,135719.41,38.88931584,-76.98099793,WASHINGTON,DC,20003,312162,6
-76.9687491406607,38.8699410844802,375,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/27 09:51:59+00,2020/05/28 14:14:12+00,2020/06/16 09:51:59+00,2020/05/27 09:51:59+00,1,2020/05/29 00:48:00+00,,Closed,,20-00183086,Standard,1624 27TH STREET SE,402712.16,133568.13,38.86993364,-76.96874687,WASHINGTON,DC,20020,303622,7
-77.0428156023027,38.9203938295035,376,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/21 07:46:32+00,1970/01/01 00:00:00+00,2020/07/10 07:46:32+00,2020/06/21 07:46:32+00,,1970/01/01 00:00:00+00,,Open,,20-00215061,Standard,1820 BELMONT ROAD NW,396287.27,139169.19,38.92038637,-77.0428133,WASHINGTON,DC,20009,235439,1
-76.9476385385796,38.9039648538443,377,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/21 08:22:35+00,1970/01/01 00:00:00+00,2020/07/10 08:22:35+00,2020/06/21 08:22:35+00,,1970/01/01 00:00:00+00,,Open,,20-00215069,Standard,3761 JAY STREET NE,404541.98,137345.87,38.9039574,-76.94763627,WASHINGTON,DC,20019,295333,7
-77.014866587978,38.914211283158,378,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 15:02:19+00,2020/06/04 09:11:35+00,2020/06/22 15:02:19+00,2020/06/02 15:02:19+00,1,2020/06/04 09:11:35+00,,Closed,,20-00191408,Standard,213 S STREET NW,398710.87,138482.11,38.91420383,-77.0148643,WASHINGTON,DC,20001,230032,5
-77.0072353945393,38.9258922924139,379,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/06 07:18:58+00,2020/06/14 12:14:43+00,2020/06/25 07:18:58+00,2020/06/06 07:18:58+00,1,2020/06/15 00:14:00+00,,Closed,,20-00197078,Standard,35 GIRARD STREET NE,399372.8,139778.72,38.92588483,-77.00723311,WASHINGTON,DC,20002,34299,5
-77.0154587019708,38.9100631356998,380,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/06 10:51:25+00,2020/06/11 08:17:34+00,2020/06/25 10:51:25+00,2020/06/06 10:51:25+00,1,2020/06/11 08:17:34+00,,Closed,,20-00197254,Standard,1504 3RD STREET NW,398659.44,138021.64,38.91005535,-77.01545641,WASHINGTON,DC,20001,237683,5
-77.0124045860721,38.910170068624,381,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/27 09:56:33+00,2020/05/28 11:59:09+00,2020/06/16 09:56:33+00,2020/05/27 09:56:33+00,1,2020/05/28 11:59:09+00,,Closed,,20-00183106,Standard,1518 1ST STREET NW,398924.33,138033.47,38.91016261,-77.0124023,WASHINGTON,DC,20001,238165,5
-77.0278524027115,38.9119996139244,382,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/27 13:59:29+00,2020/05/28 11:10:54+00,2020/06/16 13:59:29+00,2020/05/27 13:59:29+00,1,2020/05/28 11:09:00+00,,Closed,,20-00183717,Standard,1627 12TH STREET NW,397584.58,138236.86,38.91199216,-77.02785011,WASHINGTON,DC,20009,239068,2
-77.0255104517997,38.9463072251717,383,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/20 14:10:27+00,1970/01/01 00:00:00+00,2020/07/10 14:10:27+00,2020/06/20 14:10:27+00,,1970/01/01 00:00:00+00,,Open,,20-00214757,Standard,4600 9TH STREET NW,397788.76,142045.24,38.94629976,-77.02550816,WASHINGTON,DC,20011,252207,4
-76.9814163824343,38.8930319299539,384,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/30 23:20:11+00,2020/06/02 13:58:32+00,2020/06/18 23:20:11+00,2020/05/30 23:20:11+00,1,2020/06/02 13:56:00+00,,Closed,,20-00188188,Standard,1647 C STREET NE,401612.37,136131.09,38.89302448,-76.98141411,WASHINGTON,DC,20002,58547,6
-77.026299485748,38.9462886734121,385,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 14:48:44+00,2020/06/09 14:54:19+00,2020/06/25 14:48:44+00,2020/06/05 14:48:44+00,1,2020/06/09 14:54:19+00,,Closed,,20-00196566,Standard,4601 GEORGIA AVENUE NW,397720.36,142043.2,38.94628121,-77.02629719,WASHINGTON,DC,20011,252194,4
-76.9887129305277,38.9227294206466,386,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/08 18:51:23+00,2020/06/11 07:45:18+00,2020/06/26 18:51:23+00,2020/06/08 18:51:23+00,1,2020/06/11 07:43:00+00,,Closed,,20-00199532,Standard,1226 BRENTWOOD ROAD NE,400978.97,139427.65,38.92272196,-76.98871065,WASHINGTON,DC,20018,70741,5
-77.0304011326324,38.9374098278169,387,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/08 21:05:25+00,2020/06/10 10:52:37+00,2020/06/26 21:05:25+00,2020/06/08 21:05:25+00,1,2020/06/10 10:52:37+00,,Closed,,20-00199631,Standard,1320 QUINCY STREET NW,397364.47,141057.68,38.93740237,-77.03039884,WASHINGTON,DC,20011,225274,4
-77.0258511873743,38.9280976852527,388,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/10 09:39:32+00,2020/06/17 10:07:52+00,2020/06/30 09:39:32+00,2020/06/10 09:39:32+00,1,2020/06/17 10:07:52+00,,Closed,,20-00201888,Standard,3007 SHERMAN AVENUE NW,397758.65,140023.83,38.92809023,-77.02584889,WASHINGTON,DC,20001,232778,1
-77.0186042104595,38.9049808877117,389,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/27 17:16:33+00,2020/05/28 14:16:45+00,2020/06/16 17:16:33+00,2020/05/27 17:16:33+00,1,2020/05/28 14:14:00+00,,Closed,,20-00184212,Standard,1123 5TH STREET NW,398386.51,137457.52,38.9049731,-77.01860192,WASHINGTON,DC,20001,237542,6
-77.0170365049738,38.9571397747328,390,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/08 19:49:34+00,2020/06/09 13:34:02+00,2020/06/26 19:49:34+00,2020/06/08 19:49:34+00,1,2020/06/09 13:34:02+00,,Closed,,20-00199580,Standard,324 MISSOURI AVENUE NW,398523.57,143247.58,38.95713231,-77.01703421,WASHINGTON,DC,20011,249433,4
-77.0243210738508,38.9427828967053,391,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/26 08:26:09+00,2020/05/29 10:48:24+00,2020/06/15 08:26:09+00,2020/05/26 08:26:09+00,1,2020/05/29 10:48:24+00,,Closed,,20-00181084,Standard,828 VARNUM STREET NW,397891.76,141653.98,38.94277544,-77.02431878,WASHINGTON,DC,20011,252448,4
-77.0144293295747,38.9562698371744,392,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/27 09:51:19+00,2020/05/29 13:14:54+00,2020/06/16 09:51:19+00,2020/05/27 09:51:19+00,1,2020/05/29 13:14:54+00,,Closed,,20-00183084,Standard,224 MISSOURI AVENUE NW,398749.53,143150.97,38.95626237,-77.01442704,WASHINGTON,DC,20011,244791,4
-76.9868011427069,38.9079600546986,393,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/04 10:43:33+00,2020/06/09 06:27:59+00,2020/06/24 10:43:33+00,2020/06/04 10:43:33+00,1,2020/06/09 06:27:00+00,,Closed,,20-00194340,Standard,1626 MONTELLO AVENUE NE,401144.99,137788.15,38.9079526,-76.98679886,WASHINGTON,DC,20002,59088,5
-77.0085545575242,38.9112587119096,394,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 13:47:21+00,2020/06/02 13:16:33+00,2020/06/19 13:47:21+00,2020/06/01 13:47:21+00,1,2020/06/02 13:15:00+00,,Closed,,20-00189541,Standard,2 Q STREET NE,399258.26,138154.28,38.91125126,-77.00855227,WASHINGTON,DC,20002,53227,5
-76.9874721237704,38.8346261270718,395,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 23:12:53+00,2020/06/11 08:43:27+00,2020/06/19 23:12:53+00,2020/06/01 23:12:53+00,1,2020/06/11 00:47:00+00,,Closed,,20-00190169,Standard,1200 BARNABY TERRACE SE,401087.91,129647.53,38.83461869,-76.98746985,WASHINGTON,DC,20032,72277,8
-77.0319692997311,38.9370883536309,396,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 16:29:45+00,1970/01/01 00:00:00+00,2020/06/22 16:29:45+00,2020/06/02 16:29:45+00,,1970/01/01 00:00:00+00,,Open,,20-00191662,Standard,1367 SPRING ROAD NW,397228.5,141022.04,38.93708089,-77.031967,WASHINGTON,DC,20010,225251,4
-77.0220511738612,38.936005145596,397,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 19:38:42+00,2020/06/09 08:03:07+00,2020/06/25 19:38:42+00,2020/06/05 19:38:42+00,1,2020/06/09 08:03:06+00,,Closed,,20-00196934,Standard,728 QUEBEC PLACE NW,398088.36,140901.54,38.93599769,-77.02204888,WASHINGTON,DC,20010,228400,1
-76.9849709443457,38.8642194528583,398,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/28 14:03:10+00,2020/06/01 18:31:06+00,2020/06/17 14:03:10+00,2020/05/28 14:03:10+00,1,2020/06/01 11:55:00+00,,Closed,,20-00185333,Standard,1422 W STREET SE,401304.53,132932.63,38.86421201,-76.98496867,WASHINGTON,DC,20020,64095,8
-76.9928610572972,38.891638783838,399,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/28 14:06:03+00,2020/05/28 14:50:02+00,2020/06/17 14:06:03+00,2020/05/28 14:06:03+00,1,2020/05/28 14:50:01+00,,Closed,,20-00185346,Standard,124 10TH STREET NE,400619.53,135976.3,38.89163133,-76.99285878,WASHINGTON,DC,20002,70076,6
-77.0148997115488,38.9563004963522,400,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/28 14:03:42+00,2020/06/02 09:55:46+00,2020/06/17 14:03:42+00,2020/05/28 14:03:42+00,1,2020/05/29 11:50:00+00,,Closed,,20-00185337,Standard,5429 KANSAS AVENUE NW,398708.76,143154.38,38.95629303,-77.01489742,WASHINGTON,DC,20011,244787,4
-76.9798416751093,38.9068837347963,401,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/08 11:05:28+00,2020/06/11 07:50:11+00,2020/06/26 11:05:28+00,2020/06/08 11:05:28+00,1,2020/06/11 07:49:00+00,,Closed,,20-00198718,Standard,1259 16TH STREET NE,401748.64,137668.78,38.90687628,-76.9798394,WASHINGTON,DC,20002,69352,5
-77.0043786622212,38.9157542840548,402,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 16:05:53+00,2020/06/04 06:40:52+00,2020/06/19 16:05:53+00,2020/06/01 16:05:53+00,1,2020/06/04 06:40:00+00,,Closed,,20-00189899,Standard,158 T STREET NE,399620.46,138653.3,38.91574683,-77.00437638,WASHINGTON,DC,20002,60664,5
-77.0254728367844,38.9275599719498,403,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/28 20:10:33+00,2020/06/04 09:03:41+00,2020/06/17 20:10:33+00,2020/05/28 20:10:33+00,1,2020/06/04 09:03:00+00,,Closed,,20-00185915,Standard,773 HOBART PLACE NW,397791.44,139964.13,38.92755251,-77.02547054,WASHINGTON,DC,20001,232686,1
-77.0298906223257,38.9173162810675,404,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/31 19:26:15+00,2020/06/03 09:13:11+00,2020/06/18 19:26:15+00,2020/05/31 19:26:15+00,1,2020/06/03 09:13:10+00,,Closed,,20-00188529,Standard,2006 13TH STREET NW,397408,138827.11,38.91730882,-77.02988833,WASHINGTON,DC,20009,240344,1
-76.9528213834473,38.9066693873815,405,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/01 13:06:28+00,2020/06/05 07:54:58+00,2020/06/19 13:06:27+00,2020/06/01 13:06:28+00,1,2020/06/04 14:19:00+00,,Closed,,20-00189420,Standard,3301 - 3730 BLOCK OF HAYES STREET NE,404092.269999996,137645.850003318,38.9066615961165,-76.952819114199,WASHINGTON,DC,20019,816724,7
-76.9895194118172,38.839932309499,406,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/05/28 09:22:07+00,2020/06/01 18:09:02+00,2020/06/17 09:22:07+00,2020/05/28 09:22:07+00,1,2020/06/02 00:35:00+00,,Closed,,20-00184655,Standard,1200 MISSISSIPPI AVENUE SE,400910.09,130236.53,38.83992453,-76.98951714,WASHINGTON,DC,20032,296061,8
-76.9681788350848,38.8511089136326,407,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/05 07:51:34+00,2020/06/11 08:45:48+00,2020/06/25 07:51:34+00,2020/06/05 07:51:34+00,1,2020/06/11 00:00:00+00,,Closed,,20-00195615,Standard,2727 JASPER STREET SE,402762.38,131477.64,38.85110147,-76.96817656,WASHINGTON,DC,20020,45112,8
-77.0282907873843,38.9245204578081,408,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/08 17:30:10+00,2020/06/15 08:02:13+00,2020/06/26 17:30:10+00,2020/06/08 17:30:10+00,1,2020/06/15 08:00:00+00,,Closed,,20-00199447,Standard,1208 FAIRMONT STREET NW,397546.99,139626.79,38.924513,-77.02828849,WASHINGTON,DC,20009,231881,1
-77.0695993883476,38.9692374840683,409,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 13:53:54+00,2020/06/10 09:26:28+00,2020/06/22 13:53:54+00,2020/06/02 13:53:54+00,1,2020/06/06 00:31:00+00,,Closed,,20-00191153,Standard,6011 BROAD BRANCH ROAD NW,393968.74,144592.7,38.96923002,-77.06959708,WASHINGTON,DC,20015,261975,4
-77.0027485507867,38.8975444057613,410,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/06 09:17:12+00,2020/06/09 18:32:35+00,2020/06/25 09:17:12+00,2020/06/06 09:17:12+00,1,2020/06/10 12:34:10+00,,Closed,,20-00197152,Standard,218 F STREET NE,399761.77,136631.85,38.89753695,-77.00274627,WASHINGTON,DC,20002,50995,6
-77.0348335615434,38.9172089740507,1,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/16 09:31:33+00,1970/01/01 00:00:00+00,2020/07/07 09:31:33+00,2020/06/16 09:31:33+00,,1970/01/01 00:00:00+00,,Open,,20-00208988,Standard,2002 15TH STREET NW,396979.33,138815.35,38.91720118,-77.03483127,WASHINGTON,DC,20009,242052,1
-77.0249470084976,38.9138894093003,2,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 10:43:16+00,2020/06/03 13:19:13+00,2020/06/22 10:43:16+00,2020/06/02 10:43:16+00,1,2020/06/03 13:15:00+00,,Closed,,20-00190702,Standard,924 S STREET NW,397836.62,138446.57,38.91388195,-77.02494472,WASHINGTON,DC,20001,239672,6
-76.9808198394081,38.8969550681175,3,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/02 10:45:58+00,2020/06/03 15:05:29+00,2020/06/22 10:45:58+00,2020/06/02 10:45:58+00,1,2020/06/03 15:04:00+00,,Closed,,20-00190708,Standard,1650 F STREET NE,401664.03,136566.6,38.89694761,-76.98081756,WASHINGTON,DC,20002,58607,6
